page_no,page_data,tab_data,image_data
287,"'5,9(02'(,17(*5$7('&21752/6<67(0:' ,)(48,33(' The mode changes, as below, whenever the DRIVE MODE button is pressed. NORMAL SPORT ECO OBN7I063017 OBN7I063017 The drive mode may be selected according to the drivers preference or road condition. The system resets to be in the NORMAL mode, when the engine is restarted. When the engine is restarted, Drive Mode is set to ECO by default. Information If there is a problem with the instrument cluster, the drive mode will be in NORMAL mode and may not change to SPORT mode. When NORMAL mode is selected, it is not displayed on the instrument cluster. ECO mode : ECO mode helps improve fuel efficiency for eco-friendly driving. NORMAL mode : NORMAL mode provides smooth driving and comfortable riding. SPORT mode : SPORT mode provides sporty but firm riding. The drive mode will change to NORMAL mode when the engine is restarted. However, except when it is in ECO mode. ECO mode will be maintained, as selected when the engine is restarted. 
",,"<img file_path=(image_Next_Gen_Verna_287_1.jpeg)>The image shows the location of the DRIVE MODE button in a car. The button is located on the center console, below the gear shifter. It is indicated by a black arrow pointing to it. The DRIVE MODE button allows drivers to select between three different modes: ECO, NORMAL, and SPORT. ECO mode helps improve fuel efficiency and provides eco-friendly driving, NORMAL mode provides smooth driving and comfortable riding, and SPORT mode provides a sportier and firmer ride. The DRIVE MODE button resets to NORMAL mode when the engine is restarted, except for when it is in ECO mode, which is maintained. This feature allows drivers to adjust the car's performance based on their preference or road conditions. 
</img>
"
288,"ECO mode When the Drive Mode is set to ECO mode, the engine and transmission control logic are changed to maximize fuel efficiency. When the ECO mode is selected by using the DRIVE MODE button, the ECO indicator illuminates. If the vehicle is set to ECO mode, when the engine is turned OFF and restarted, the Drive Mode setting changes to NORMAL mode. Information Fuel efficiency depends on the drivers driving habit and road condition. When ECO mode is activated: The acceleration response may be slightly reduced as the accelerator pedal is depressed moderately. The air conditioner performance may be limited. The engine noise may get louder. SPORT mode SPORT mode manages the driving dynamics by automatically adjusting the steering effort, the engine and transmission control logic for enhanced driving performance. When SPORT mode is selected by using the DRIVE MODE button, the SPORT indicator illuminates. Whenever the engine is restarted, the Drive Mode reverts back to NORMAL mode. If SPORT mode is desired, re- select SPORT mode from the DRIVE MODE button. When SPORT mode is activated: - The engine RPM will tend to remain raised over a certain length of time even after releasing the accelerator - Upshifts are delayed when accelerating Information In SPORT mode, the fuel efficiency may decrease. The above situations are normal conditions when ECO mode is activated, to improve fuel efficiency. Limitation of ECO mode operation: If the following conditions occur while ECO mode is operating, the system operation is limited even though there is no change in ECO indicator.  When the coolant temperature is low:The system will be limited until engine performance becomes normal.  When driving up a hill:The system will be limited to gain power when driving uphill because engine torque is restricted. The system will be limited due to the shift location.  When the accelerator pedal is deeply depressed for a few seconds:The system will be limited, judging that 
",,
289,"63(&,$/'5,9,1*&21',7,216 Hazardous driving conditions When hazardous driving elements are encountered such as water, snow, ice, mud and sand, take the following precautions: Drive cautiously and maintain a longer braking distance. Avoid abrupt braking or steering. When your vehicle is stuck in snow, mud, or sand, use second gear. Accelerate slowly to avoid unnecessary wheel spin. Put sand, rock salt, tire chains or other non-slip materials under the wheels to provide additional traction while the vehicle becomes stuck in ice, snow, or mud. WARNING Downshifting with an IVT/dual clutch transmission while driving on slippery surfaces can cause an accident. The sudden change in tire speed could cause the tires to skid. Be careful when downshifting on slippery surfaces. Rocking the vehicle If it is necessary to rock the vehicle to free it from snow, sand, or mud, first turn the steering wheel right and left to clear the area around your front wheels. Then, shift back and forth between R (Reverse) and a forward gear. Try to avoid spinning the wheels, and do not race the engine. To prevent transmission wear, wait until the wheels stop spinning before shifting gears. Release the accelerator pedal while shifting, and press lightly on the accelerator pedal while the transmission is in gear. Slowly spinning the wheels in forward and reverse directions causes a rocking motion that may free the vehicle. WARNING If the vehicle is stuck and excessive wheel spin occurs, the temperature in the tires can increase very quickly. If the tires become damaged, a tire blow out or tire explosion can occur. This condition is dangerous - you and others may be injured. Do not attempt this procedure if people or objects are anywhere near the vehicle. If you attempt to free the vehicle, the vehicle can overheat quickly, possibly causing an engine compartment fire or other damage. Try to avoid spinning the wheels as much as possible to prevent overheating of either the tires or the engine. DO NOT allow the vehicle to spin the wheels above 56 km/h (35 mph). Information The ESC system must be turned OFF before rocking the vehicle. 
",,
290,"NOTICE If you are still stuck after rocking the vehicle a few times, have the vehicle pulled out by a tow vehicle to avoid engine overheating, possible damage to the transmission, and tire damage. For more information, refer to the Towing section in chapter 8. Smooth cornering Avoid braking or gear changing in corners, especially when roads are wet. Ideally, cornering should be taken under gentle acceleration. Driving at night Night driving presents more hazards than driving in the daylight. Here are some important tips to remember: Slow down and keep more distance between you and other vehicles, as it may be more difficult to see at night, especially in areas where there may not be any street lights. Adjust your mirrors to reduce the glare from other drivers headlights. Keep your headlights clean and properly aimed. Dirty or improperly aimed headlights will make it much more difficult to see at night. Avoid staring directly at the headlights of oncoming vehicles. You could be temporarily blinded, and it will take several seconds for your eyes to readjust to the darkness. Driving in the rain Rain and wet roads can make driving dangerous. When driving in the rain or on slick pavement:  Slow down and allow extra following distance. A heavy rainfall makes it harder to see and increases the distance needed to stop your vehicle.  Turn OFF your Smart Cruise Control. (if equipped)  Replace your windshield wiper blades when they show signs of streaking or missing areas on the windshield.  Make sure your tires have enough tread. If your tires do not have enough tread, making a quick stop on wet pavement may cause a skid and possibly lead to a collision. Refer to the Tire Replacement section in chapter 9.  Turn on your headlights to make it easier for others to see you. Using your headlights when using your windshield wipers is required in some jurisdictions.  Driving too fast through large puddles may affect your brakes. If you must go through puddles, try to drive through them slowly.  If you believe your brakes are wet, apply them several times while the vehicle is moving slowly. Hydroplaning If the road is wet enough and you are going fast enough, your vehicle may have little or no contact with the road surface and actually ride on the water. The best advice is SLOW DOWN when the road is wet. The risk of hydroplaning increases as the depth of tire tread decreases. 
",,
291,"Driving in flooded areas Avoid driving through flooded areas unless you are sure the water is not deeper than the bottom of the wheel hub. If you are not sure, turn around and find a different route. Drive through any water slowly. Allow adequate stopping distance because the brake performance can be reduced. After driving through water, dry the brakes by gently applying them several times while the vehicle is moving slowly. Highway driving Tires Adjust the tire inflation pressure, as specified. Under-inflation may overheat or damage the tires. Do not install worn-out or damaged tires, which may reduce traction or fail. Information Never over-inflate your tires above the maximum inflation pressure, as specified on your tires. Fuel, engine coolant and engine oil Driving at higher speeds on the highway consumes more fuel and is less efficient than driving at a slower, more moderate speed. Maintain a moderate speed in order to conserve fuel when driving on the highway. Be sure to check both the engine coolant level and the engine oil before driving. Drive belt A loose or damaged drive belt may overheat the engine. 
",,
292,"WINTER DRIVING The severe weather conditions of winter quickly wear out tires and cause other problems. To minimize winter driving problems, you should take the following suggestions: Snow or icy conditions You need to keep sufficient distance between your vehicle and the vehicle in front of you. Apply the brakes gently. Speeding, rapid acceleration, sudden brake applications, and sharp turns are potentially very hazardous practices. During deceleration, use engine braking to the fullest extent. Sudden brake applications on snowy or icy roads may cause the vehicle to skid. To drive your vehicle in deep snow, it may be necessary to use snow tires or to install tire chains on your tires. Always carry emergency equipment. Some of the items you may want to carry include tire chains, tow straps or chains, a flashlight, emergency flares, sand, a shovel, jumper cables, a window scraper, gloves, ground cloth, coveralls, a blanket, etc. Snow tires WARNING Snow tires should be equivalent in size and type to the vehicles standard tires. Otherwise, the safety and handling of your vehicle may be adversely affected. We recommend that you use snow tires when road temperature is below 7C (45F). Refer to the below chart, and mount the recommended snow tire for your vehicle. If you mount snow tires on your vehicle, make sure to use the same Inflation pressure as the original tires. Mount snow tires on all four wheels to balance your vehicles handling in all weather conditions. The traction provided by snow tires on dry roads may not be as high as your vehicles original equipment tires. Check with the tire dealer for maximum speed recommendations. Tire chains OBN7I063032 OBN7I063032 Since the sidewalls of radial tires are thinner than other types of tires, they may be damaged by mounting some types of tire chains on them. Therefore, the use of snow tires is recommended instead of tire chains. If tire chains must be used, use genuine HYUNDAI Parts or the equivalent specified for your vehicle and install the tire chain after reviewing the instructions provided with the tire chains. Damage to your vehicle caused by improper tire chain use is not covered by your vehicle manufacturers warranty. 
",,"<img file_path=(image_Next_Gen_Verna_292_1.jpeg)>The image shows a close-up of a car tire with snow chains installed. The chains are a type of traction device that is used to improve a vehicle's grip on snow and ice. The chains are made of metal and are wrapped around the tire. They are typically used in winter driving conditions to help prevent the vehicle from slipping or sliding. The chains can also help to improve braking performance. The text mentions that tire chains should only be used on radial tires with caution as the sidewalls are thinner. The text also recommends using snow tires instead of chains when possible. 
</img>
"
293,"NOTICE When using tire chains: Wrong size chains or improperly installed chains can damage your vehicles brake lines, suspension, body and wheels. If you hear noise caused by chains contacting the body, retighten the chain to prevent contact with the vehicle body. To prevent body damage, retighten the chains after driving 0.5-1.0 km (0.3-0.6 mi.). Do not use tire chains on vehicles equipped with aluminum wheels. If unavoidable, use a wire type chain. Use wire chains less than 15 mm (0.59 in.) wide to prevent damage to the chains connection. WARNING The use of tire chains may adversely affect vehicle handling: Drive less than 30 km/h (20 mph) or the chain manufacturers recommended speed limit, whichever is lower. Drive carefully and avoid bumps, holes, sharp turns, and other road hazards, which may cause the vehicle to bounce. Avoid sharp turns or locked wheel braking. Information Install tire chains only in pairs and on the front tires. It should be noted that installing tire chains on the tires will provide a greater driving force, but will not prevent side skids. Do not install studded tires without first checking local and municipal regulations for possible restrictions against their use. Chain Installation When installing tire chains, follow the manufacturers instructions and mount them as tightly possible. Drive slowly (less than 30 km/h (20 mph)) with chains installed. If you hear the chains contacting the body or chassis, stop and tighten them. If they still make contact, slow down until the noise stops. Remove the tire chains as soon as you begin driving on cleared roads. When mounting snow chains, park the vehicle on level ground away from traffic. Turn on the vehicle Hazard Warning Flasher and place a triangular emergency warning device behind the vehicle (if available). Always place the vehicle in P (Park), apply the parking brake and turn off the engine before installing snow chains. 
",,
294,"Winter precautions Use high quality ethylene glycol coolant Your vehicle is delivered with high quality ethylene glycol coolant in the cooling system. It is the only type of coolant that should be used because it helps prevent corrosion in the cooling system, lubricates the water pump and prevents freezing. Be sure to replace or replenish your coolant in accordance with the maintenance schedule in chapter 9. Before winter, have your coolant tested to assure that its freezing point is sufficient for the temperatures anticipated during the winter. Check battery and cables Winter temperatures affect battery performance. Inspect the battery and cables, as specified in chapter 9. We recommend the battery charging cables be inspected by contact an authorized HYUNDAI or in a service station. Change to winter weight oil if necessary In some regions during winter, it is recommended to use the winter weight oil with lower viscosity In addition, replace the engine oil and filter if it is close to the next maintenance interval. Fresh engine oil ensures optimum engine operation during the winter months. For further information, refer to the chapter 2. When you are not sure about a type of winter weight oil, we recommend that you consult an authorized HYUNDAI dealer. Check spark plugs and ignition system Inspect the spark plugs, as specified in chapter 8. If necessary, replace them. Also check all ignition wirings and components for any cracks, wear-out, and damage. To prevent locks from freezing Spray approved de-icing fluid or glycerin into key holes. When a lock opening is already covered with ice, spray approved de-icing fluid over the ice to remove it. When an internal part of a lock freezes, try to thaw it with a heated key. Carefully use the heated key to avoid an injury. Use approved window washer anti- freeze solution Add window washer anti-freeze solution, as specified on the window washer container. Window washer anti-freeze solution is available from an authorized HYUNDAI dealer, and most vehicle accessory outlets. Do not use engine coolant or other types of anti-freeze solution, to prevent any damage to the vehicle paint. 
",,
295,"Do not let your parking brake freeze Under some conditions, your parking brake may freeze in the engaged position. This is most likely to happen when there is an accumulation of snow or ice around or near the rear brakes or the brakes are wet. When there is the risk that your parking brake may freeze: temporarily apply the parking brake with the gear in P (Park), then block the rear wheels, and then release the parking brake. Do not let ice and snow accumulate underneath Under some conditions, snow and ice may build up under the fenders and interfere with the steering. When driving in such conditions during the severe winter, check underneath the vehicle on a regular basis, to make sure that the front wheels and the steering components are not blocked. Carry emergency equipment In accordance with weather conditions, carry appropriate emergency equipment, while driving. Some of the items you may want to carry include tire chains, tow straps or chains, flashlight, emergency flares, sand, shovel, jumper cables, window scraper, gloves, ground cloth, coveralls, blanket, etc. Do not place objects or materials in the engine compartment Putting objects or materials in the engine compartment may cause an engine failure or combustion, because they may block the engine cooling. Such damage is not be covered by the manufacturers warranty. Drive your vehicle when water vapor condenses and accumulates inside the exhaust pipes When the vehicle is stopped for a long time in winter while the engine is running, water vapor may condense and accumulate inside the exhaust pipes. Water in the exhaust pipes may cause noise, etc., but it is drained driving at medium to high speed. 
",,
296,"VEHICLE WEIGHT Two labels on your drivers door sill show how much weight your vehicle was designed to carry: the Tire and Loading Information Label and the Certification Label. Before loading your vehicle, familiarize yourself with the following terms for determining your vehicles weight ratings, from the vehicles specifications and the Certification Label: Base Curb Weight This is the weight of the vehicle including a full tank of fuel and all standard equipment. It does not include passengers, cargo, or optional equipment. Vehicle Curb Weight This is the weight of your new vehicle when you picked it up from your dealer plus any aftermarket equipment. Cargo Weight This illustration includes all weight added to the Base Curb Weight, including cargo and optional equipment. GAW (Gross Axle Weight) This is the total weight placed on each axle (front and rear) - including vehicle curb weight and all payload. GAWR (Gross Axle Weight Rating) This is the maximum allowable weight that can be carried by a single axle (front or rear). These numbers are shown on the Certification Label. The total load on each axle must never exceed its GAWR. GVW (Gross Vehicle Weight) This is the Base Curb Weight plus actual Cargo Weight plus passengers. GVWR (Gross Vehicle Weight Rating) This is the maximum allowable weight of the fully loaded vehicle (including all options, equipment, passengers and cargo). The GVWR is shown on the Certification Label located on the drivers door sill. Overloading WARNING The Gross Axle Weight Rating (GAWR) and the Gross Vehicle Weight Rating (GVWR) for your vehicle are on the Certification Label attached to the drivers (or front passengers) door. Exceeding these ratings can cause an accident or vehicle damage. You can calculate the weight of your load by weighing the items (and people) before putting them in the vehicle. Be careful not to overload your vehicle. 
",,
297,,,
298,"7. Driver Assistance System Due to the infotainment software version, the description of each function of the driver assistance system may differ from the owner's manual. In this case, for detailed information on updates, scan the QR code in the separately supplied simple manual. Driving Safety Forward CollisionAvoidance Assist (FCA) ............................................................. 7-2 Lane Keeping Assist (LKA) .......................................................................................7-20 Blind-Spot Collision-Avoidance Assist (BCA) ......................................................... 7-26 Safe Exit Warning (SEW) ..........................................................................................7-36 Manual Speed Limit Assist (MSLA) ..........................................................................7-41 Driver Attention Warning (DAW) .............................................................................7-44 Driving Convenience Cruise Control (CC) ..................................................................................................7-50 Smart Cruise Control (SCC).....................................................................................7-54 Lane Following Assist (LFA) ..................................................................................... 7-70 Parking Safety Rear View Monitor (RVM) .........................................................................................7-74 Rear Cross-Traffic Collision-Avoidance Assist (RCCA) .......................................... 7-78 Reverse Parking Distance Warning (PDW) .............................................................7-88 Forward/Reverse Parking Distance Warning (PDW) .............................................7-93 DRIVER ASSISTANCE SYSTEM NOTICE  The Driver Assistance System uses camera and radar system to give signals and controls to improve the safety surroundings and comfort of the driver. It should be noted that ADAS only assists the driver and it does not interchange or substitute with the driver.  The ADAS delivers vast benefits to driver, but the driver shall be only accountable for driving the car. Driver must be attentive while driving and should follow the traffic rules and regulations. 
",,
299,")25:$5'&2//,6,21$92,'$1&($66,67)&$,) (48,33(' Direct Oncoming function OBN7I073004 OBN7I073004 Forward Collision-Avoidance Assist detects a vehicle, a powered-two wheeler, a pedestrian, or a cyclist ahead on the road and may warn you of a possible collision with a warning message on the instrument cluster and a warning sound. Also, Forward Collision- Avoidance Assist may assist with braking your vehicle to help reduce collision speed or avoid a collision. Junction Turning function OBN7I073005 OBN7I073005 Junction Turning function can help avoid a collision with an oncoming vehicle in an adjacent lane when turning right at a crossroad with the turn signal on by applying emergency braking. OBN7I073006 OBN7I073006 [A]: Oncoming vehicle Direct Oncoming function helps reduce the speed at the collision when a vehicle approaching from the opposite side is detected. Detecting sensor OBN7I073002 OBN7I073002 [1] : Front view camera, [2] : Front radar Refer to the illustration above for the detailed location of the detecting sensors. OBN7I073001 OBN7I073001 
",,"<img file_path=(image_Next_Gen_Verna_299_1.jpeg)>The image depicts a car turning right at a crossroad. The car is equipped with a forward collision-avoidance system that can detect an oncoming vehicle in an adjacent lane. The system uses a front view camera and a front radar to detect the oncoming vehicle. If the system detects an oncoming vehicle, it will apply emergency braking to help avoid a collision. The image shows a shaded area in front of the turning car, indicating the range of detection for the system. The image also shows a white car in the adjacent lane, representing an oncoming vehicle that could potentially be detected by the system. 
</img>
<img file_path=(image_Next_Gen_Verna_299_2.jpeg)>The image depicts a car turning right at a crossroads with the turn signal on. An oncoming vehicle is approaching from the opposite side in the adjacent lane. The Junction Turning function helps avoid a collision with the oncoming vehicle by applying emergency braking. The image highlights the car’s front view camera and front radar, which are the sensors used for detecting the oncoming vehicle.  The image also illustrates the position of the cars and the direction of movement.</img>
<img file_path=(image_Next_Gen_Verna_299_3.jpeg)>The image illustrates the Direct Oncoming function of the Forward Collision-Avoidance Assist system. The function is designed to help avoid collisions with oncoming vehicles when turning right at a crossroad with the turn signal on. The system uses a front view camera and a front radar to detect oncoming vehicles and may apply emergency braking to reduce the speed at the collision. The image depicts a car turning right at an intersection with an oncoming car in the adjacent lane. The car turning right has the Direct Oncoming function activated, which is indicated by the letter 'A' above the car. The illustration shows the trajectory of the turning car with a black arrow and the oncoming vehicle in the adjacent lane with a dashed line. This function is part of a larger system that can detect vehicles, powered-two wheelers, pedestrians, and cyclists ahead on the road and warn the driver of a possible collision. The system can also assist with braking to help reduce collision speed or avoid a collision altogether.  </img>
<img file_path=(image_Next_Gen_Verna_299_4.jpeg)>The image shows a car from an overhead perspective with a numbered label '1' pointing to the front windshield. The text provided explains that this is the location of the front view camera, one of the detecting sensors for the Forward Collision-Avoidance Assist system. This system uses a front view camera and a front radar to detect vehicles, motorcycles, pedestrians, or cyclists ahead and can warn the driver of a possible collision with a warning message on the instrument cluster and a warning sound. Additionally, the system may assist with braking the vehicle to help reduce the collision speed or avoid a collision. The image and text together provide a visual representation of the car's safety features and their location. 
</img>
<img file_path=(image_Next_Gen_Verna_299_5.jpeg)>The image shows a close-up of the front of a Hyundai car. The image highlights the location of the front radar, which is labeled as ""2."" The text data explains that this sensor, along with the front view camera, is used in the Forward Collision-Avoidance Assist and Junction Turning functions. The Forward Collision-Avoidance Assist system can detect vehicles, powered two-wheelers, pedestrians, and cyclists ahead on the road and warn the driver of a possible collision. It can also assist with braking to reduce collision speed or avoid a collision altogether. The Junction Turning function can help avoid collisions with oncoming vehicles when turning right at a crossroad by applying emergency braking. The sensors are located in the front of the vehicle, as shown in the illustration. 
</img>
"
300," If the radar or around the radar has been damaged or impacted in any way, Forward Collision-Avoidance Assist may not properly operate even though a warning message does not appear on the instrument cluster. We recommend that the vehicle be inspected by an authorized HYUNDAI dealer. The performance of the front radar cover genuine parts have been proven. Replacing or painting the front radar cover may result in poor performance of Forward Collision- Avoidance Assist. When the parts need to be replaced or modified, make sure to use genuine HYUNDAI parts. CAUTION Take the following precautions to maintain optimal performance of the detecting sensor:  Never disassemble the detecting sensor or sensor assembly, or cause any damage to it.  If the detecting sensors have been replaced or repaired, we recommend that you have your vehicle inspected by an authorized HYUNDAI dealer.  Never install any accessories or stickers on the front windshield, or tint the front windshield.  Exercise extreme caution to keep the front view camera dry.  Never place any reflective objects (for example, white paper, mirror) over the dashboard.  Do not place any objects near the front windshield or install any accessories on the front windshield. It can affect the performance of the defogging and defrosting function of the climate control system, which may prevent the Driver Assistance systems from operating.  Do not apply license plate frame or objects, such as a bumper sticker, film or a bumper guard, near the front radar cover.  Always keep the front radar and cover clean and free of dirt and debris. Use only a soft cloth to wash the vehicle. Do not spray pressurized water directly on the sensor or sensor cover. 
",,
301,"Forward Collision-Avoidance Assist settings Forward Safety OBN7I073109 OBN7I073109 With the engine on, select User settings > Driver assistance > Driving safety from the settings menu in the instrument cluster or Settings > Vehicle > Driver assistance > Driving safety from the settings menu in the infotainment system to set whether to use each function. If Forward safety is selected, Forward Collision-Avoidance Assist will warn the driver with a warning message, an audible warning depending on the collision risk levels. Braking assist will be applied depending on the collision risk levels. If Forward safety is deselected, Forward Safety will turn off. The warning light ( ) will illuminate on the instrument cluster. The driver can monitor Forward Collision- Avoidance Assist On/Off status from the Settings menu. If the warning light ( ) remains ON when Forward safety is selected, we recommend that the vehicle be inspected by an authorized HYUNDAI dealer. WARNING When the engine is restarted, Forward Collision-Avoidance Assist maintains its last setting. If Forward safety is deselected, the driver should always be aware of the surroundings and drive safely. CAUTION The setting for Forward Safety include Basic function and Junction Turning, and 'Direct Oncoming. 
",,"<img file_path=(image_Next_Gen_Verna_301_1.jpeg)>The image is a screenshot of a car's infotainment system menu. The menu is titled ""Driver Assistance"" and has several options, including ""Driving Convenience"", ""Mobile Device"", ""DAW Driver Attention Warning"", ""Driving Safety"", and ""Parking Safety"". The currently highlighted option is ""Driving Safety"" which has a sub-menu item of ""Forward Safety"". The description for ""Forward Safety"" explains that it uses collision avoidance and pedestrian warning systems to provide audible and visual warnings to the driver when there is a risk of a forward collision. The system also provides braking assist to help avoid collisions. The driver can monitor the status of the Forward Collision-Avoidance Assist system through the settings menu. If the warning light on the instrument cluster remains illuminated, the vehicle should be inspected by an authorized Hyundai dealer.</img>
"
302,"Forward Safety Warning Timing OBN7I073111 OBN7I073111 With the engine on, select User settings > Driver assistance > Driving safety > Forward Safety Warning Timing from the settings menu in the instrument cluster or Settings > Vehicle > Driver assistance > Driving safety > FWD safety warning timing settings menu in the infotainment system to change the initial warning activation time for Forward Collision- Avoidance Assist. The warning time can be set to either Normal or Late. Use Normal in normal driving conditions. If the Warning Timing seems sensitive, change it to Late. If Late is selected, Forward Collision- Avoidance Assist, warns the driver more slowly. CAUTION Even though Normal is selected for Warning Timing, if a detected vehicle in front suddenly stops, the warning may seem late. Select Late for Warning Timing when traffic is light and when driving speed is slow. Warning Methods OBN7I073093 OBN7I073093 The Warning Methods can be set when the vehicle is in ON position.  Warning volume: Select User settings > Driver assistance > Warning volume on the instrument cluster or Settings > Vehicle > Driver assistance > Warning methods > Warning volume on the infotainment system, and adjust the warning volume..  Driving safety priority: Select Settings > Vehicle > Driver assistance > Warning methods > Driving safety priority on the infotainment system, the audio volume is reduced while a warning sounds. Information  If you change the Warning Methods, Warning Methods of other Driver Assistance systems may change.  Warning Method will maintain its last setting even if the vehicle is restarted.  The setting menu may not be available for your vehicle depending on the vehicle features and specifications. 
",,"<img file_path=(image_Next_Gen_Verna_302_1.jpeg)>The image shows a screenshot of a car's infotainment system, specifically the settings menu for ""Driving safety"". The user is able to adjust the ""Forward safety warning timing"" which can be set to either ""Normal"" or ""Late"".  The ""Normal"" setting is the default and provides an earlier warning for potential forward collisions. Selecting ""Late"" will delay the warning, allowing the driver to react more slowly in the event of a potential collision. The image shows that ""Late"" has been selected, suggesting that the user prefers to have a delayed warning. 
</img>
<img file_path=(image_Next_Gen_Verna_302_2.jpeg)>The image shows the ""Warning methods"" menu of the infotainment system of a car. The menu allows drivers to adjust warning volume and prioritize driving safety warnings over other alerts. The ""Warning volume"" option lets users adjust the volume of all warnings, while the ""Driving safety priority"" option ensures that driving safety warnings are heard even when other alerts are sounding. This menu allows drivers to customize the way they receive warnings based on their preferences and driving conditions.  
</img>
"
303,"Forward Collision-Avoidance Assist operation Basic function The basic function for Forward Collision- Avoidance Assist is to warn and help control the vehicle depending on the collision risk level: Collision Warning, Emergency Braking and Stopping vehicle and ending brake control. Collision Warning OBN7I073062 OBN7I073062 To warn the driver of a collision, Forward Safety warning light ( ) blinking, the Collision warning! warning message will appear on the instrument cluster, an audible warning will sound. If a vehicle or powered two-wheeler is detected in front, the function will operate when your vehicle speed is between about 10-200 km/h (6-124 mph). If a pedestrian or cyclist is detected in front, the function will operate when your vehicle speed is between about 10-85 km/h (6-53 mph). Emergency Braking OBN7I073063 OBN7I073063 To warn the driver that emergency braking will be assisted, Forward Safety warning light ( ) blinking, the Emergency braking warning message will appear on the instrument cluster, an audible warning will sound. Emergency braking will operate under the following conditions: Vehicle or powered two-wheeler: Pedestrian or cyclist: The function will operate when your vehicle speed is between about 10-65 km/h (6-40 mph). CAUTION The function operation range may decrease due to the front traffic condition or the surroundings of the vehicle. Driving vehicle Stopped vehicle Weak braking power About 10-200 km/h (6-124 mph) Strong braking power About 10-130 km/h (6-80 mph) About 10-75 km/h (6-47 mph) 
","<tab>The table details the operating speeds of a vehicle's Forward Collision-Avoidance Assist function, which aims to warn drivers and manage vehicle control to avoid potential collisions. The function has three modes of operation: Collision Warning, Emergency Braking, and Stopping vehicle with brake control. The speed ranges differ based on the type of obstacle detected: driving vehicles, stopped vehicles, pedestrians, or cyclists. 

For driving vehicles, the system operates between speeds of 10 to 200 km/h (6 to 124 mph), with emergency braking engaging at those speeds to avoid collision with a moving vehicle or powered two-wheeler. The system is designed to operate at a reduced speed range of 10 to 65 km/h (6 to 40 mph) when it detects pedestrians or cyclists, alerting the driver audibly and visually through the instrument cluster. 

The table also specifies different speed ranges for vehicles that have strong braking power compared to those with weak braking power. If the vehicle has strong braking power, the system will engage between speeds of 10 to 130 km/h (6 to 80 mph) for driving vehicles and 10 to 75 km/h (6 to 47 mph) for stopped vehicles. These values are lowered to a range of 10 to 200 km/h (6 to 124 mph) for weak braking power vehicles in the case of driving vehicles, and the system becomes inactive when stopping.</tab>
","<img file_path=(image_Next_Gen_Verna_303_1.jpeg)>The image depicts a car driving on a road with a trailer in front of it. The car is equipped with a Forward Collision-Avoidance Assist function, which is visually displayed in the image. The text ""Collision warning!"" appears at the top, indicating that the system is detecting a potential collision risk. The car is represented in grey, while the trailer is depicted in white, showcasing the driver's perspective and the obstacle ahead. The image illustrates a scenario where the Forward Collision-Avoidance Assist function is activated, highlighting its role in alerting the driver to a potential collision. The function aims to warn drivers and manage vehicle control to avoid collisions, and it operates within specific speed ranges based on the type of obstacle detected.  The image specifically illustrates the Collision Warning mode of the system, signifying a potential collision with the trailer in front of the car. The image highlights the functionality of the system in detecting potential collision risks and providing early warning to the driver. 
</img>
<img file_path=(image_Next_Gen_Verna_303_2.jpeg)>The image depicts a car driving down a dark road, with the road's lane markings visible. The car is in the process of engaging its Emergency Braking system, as indicated by the text ""Emergency Braking"" appearing above the image. The car is moving towards a vehicle ahead, which is not visible in the image. This system is designed to warn drivers of potential collisions and help manage vehicle control to prevent accidents. It operates based on the collision risk level and engages at different speeds depending on the type of obstacle detected, whether it be a moving vehicle, a stopped vehicle, a pedestrian, or a cyclist. The system also takes into account the vehicle's braking power, adjusting its engagement speed range accordingly. The system utilizes a combination of visual and auditory alerts to warn the driver of potential danger. 
</img>
"
