page_no,page_data,tab_data,image_data
214,"$8720$7('0$18$/75$160,66,21$07,)(48,33(' Press the shift button, then move shift lever. Move shift lever. The Automated Manual Transmission (AMT) is a transmission equipped with a gear actuator and a clutch actuator in addition to the conventional manual transmission. To improve the driving convenience, gear shift is automatically performed by the transmission control unit and clutch/gear actuator. OAI3069004I OAI3069004I 
",,"<img file_path=(image_hyundai_exter_214_1.jpeg)>The image depicts how to operate an Automated Manual Transmission (AMT) gear lever. The lever is shown in the center of the image, with blue arrows indicating the direction to move the lever. The left side of the image shows the different gear positions: R (Reverse), N (Neutral), D (Drive), and M (Manual). The image explains that the Automated Manual Transmission (AMT) is a transmission equipped with a gear actuator and a clutch actuator in addition to the conventional manual transmission. To improve the driving convenience, gear shift is automatically performed by the transmission control unit and clutch/gear actuator. The instructions suggest pressing the shift button and then moving the shift lever to change gears. This process is repeated for both the upper and lower diagrams on the left.</img>
"
215,"Automated Manual Transmission (AMT) operation The Automated Manual Transmission (AMT) has five forward speeds and one reverse speed. The individual speeds are selected automatically in the D (Drive) position. Features of the Automated Manual Transmission (AMT) The Automated Manual Transmission (AMT) can be thought of as an automatically shifting manual transmission. It gives the driving feel of a manual transmission. When D (Drive) is selected, the transmission will automatically shift through the gears similar to a conventional automatic transmission. Unlike a traditional automatic transmission, the gear shifting can sometimes be felt and heard as the actuators engage the clutches and the gears are selected. When the gear is shifting, you may sometimes hear operating noise. This is normal and does not indicate a problem with your transmission. The Automated Manual Transmission (AMT) adopts a dry-type single clutch, which is different from the torque converter of the automatic transmission. It shows better acceleration performance and increased fuel efficiency while driving but initial launch might be little bit slower than the automatic transmission.  As a result, gear shifts are sometimes more noticeable than a conventional automatic transmission and a light vibration during launching can be felt as the transmission speed is matched with the engine speed. This is a normal condition of the Automated Manual Transmission (AMT).  The dry-type clutch transfers torque more directly and provides a direct drive feeling which may feel different from a conventional automatic transmission with a torque converter. This may be more noticeable when launching the vehicle from a stop or when traveling at low, stop-and-go vehicle speeds.  When rapidly accelerating at a low vehicle speed, the engine RPM may increase highly depending on the vehicles driving condition.  For a smooth launch uphill, depress the accelerator pedal smoothly depending on the current conditions.  If you release your foot from the accelerator pedal at low vehicle speed, you may feel engine braking, which is similar to manual transmission. 
",,
216," When you turn the engine on and off, you may hear clicking sounds as the system goes through a self-test. This is a normal sound for the Automated Manual Transmission (AMT). During the first 1,500 km (1,000 miles), you may feel that the vehicle may not be smooth when accelerating at low speed. During this break-in period, the shift quality and performance of your new vehicle is continuously optimized. i Information - Creeping function The Creeping function helps the vehicle to start smoothly. If you take your foot off the brake pedal when the shift lever is either in R (Reverse), D (Drive) or M (Manual) position, the vehicle will start slowly without depressing the accelerator pedal. To disable the function, depress the brake pedal or pull up the parking brake lever. The creeping function will not operate when: The parking brake lever is engaged with the shift lever in R (Reverse), D (Drive) or M (Manual) position Automated Manual Transmission (AMT) instruction label OAH2038024 OAH2038024 Read and follow the instruction label attached on the driver sides sunvisor before driving the vehicle. 
",,"<img file_path=(image_hyundai_exter_216_1.jpeg)>The image shows a car's interior, specifically the driver's side sun visor. A circle highlights a blue instruction label attached to the visor. According to the text provided, this label contains instructions for the vehicle's Automated Manual Transmission (AMT) system. The text explains that clicking sounds are normal during engine start and stop as the AMT system performs a self-test. It also mentions that the vehicle may not accelerate smoothly at low speed during the initial 1,500 km (1,000 miles) due to the break-in period, during which the AMT's performance is optimized. The text also explains the ""Creeping Function"" which allows the vehicle to start smoothly without depressing the accelerator pedal, and how to disable this feature. The label highlights the importance of reading and following the instructions before driving the vehicle. 
</img>
"
217,,"<tab>The table describes the conditions and requirements for a successful transmission position change as follows. When the shifting condition is dissatisfied, all transmission positions are marked as 'N'. The cluster and brake press indicator should be on, and the sound and shift indicator should also be present. The shift indicator will blink 'R' or 'N' or 'D', and the brake should be applied. The vehicle speed should be below the specified limits, with 'R' for reversing below 7 km/h and 'N' for moving forward below 2 km/h. To change the transmission position, the lever should be shifted from the current position to the desired position. For instance, to move from 'R' to 'D', or to move from 'N' to 'R'.</tab>
","<img file_path=(image_hyundai_exter_217_1.png)>The image depicts a transmission lever, indicating a shift from one position to another. The arrow points to the right, suggesting a movement from the current position to the desired position. This is consistent with the provided text, which describes the conditions for a successful transmission position change. The text emphasizes the importance of fulfilling specific requirements, such as applying the brake, ensuring the vehicle speed is within the designated limits, and having the cluster and brake press indicator on. The shift indicator will blink 'R' or 'N' or 'D' depending on the desired position, and the driver should follow the arrows on the transmission lever to shift from one position to another.  For example, to move from 'R' to 'D', the lever should be moved to the right. 
</img>
"
218," WARNING To reduce the risk of serious injury or death: ALWAYS check the surrounding areas near your vehicle for people, especially children, before shifting a vehicle into D (Drive) or R (Reverse). Before leaving the drivers seat, always make sure the shift lever is in the N (Neutral) position, then set the parking brake, and place the ignition switch in the LOCK/OFF position. Unexpected and sudden vehicle movement can occur if these precautions are not followed. Do not use engine braking (shifting from a high gear to lower gear) rapidly on slippery roads. The vehicle may slip causing an accident. The indicator in the instrument cluster displays the shift lever position when the ignition switch is in the ON position. WARNING  After the vehicle has stopped, always make sure the shift lever is in N (Neutral), apply the parking brake, and turn the engine off.  Do not use the N (Neutral) position in place of the parking brake. Automated Manual Transmission (AMT) warning indicator Press Brake The engine can not be started unless the shift lever is N position and brake pedal is depressed. Automated Manual Transmission (AMT) warning lamp Clutch Over Heated This warning light indicates that the clutch is overheat. It appears for a while when the ignition switch is turned ON. The indicator light illuminates when the Clutchs estimated temperature rises up to limited value. 
",,"<img file_path=(image_hyundai_exter_218_1.jpeg)>The image shows a black and white symbol representing a foot pressing down on a brake pedal. An arrow is pointing to the foot, indicating that the brake pedal should be pressed. The symbol is a warning for the automated manual transmission, indicating that the engine cannot be started unless the shift lever is in the N (Neutral) position and the brake pedal is depressed. 
</img>
<img file_path=(image_hyundai_exter_218_2.jpeg)>The image depicts a warning symbol for an Automated Manual Transmission (AMT) system. The symbol is a black gear with a thermometer inside it. The thermometer has a red dot at the bottom, indicating a high temperature. This symbol, when lit on the instrument panel, warns the driver that the clutch is overheating. It is typically illuminated for a short period when the ignition is turned on and will remain illuminated if the clutch temperature rises beyond a certain limit.  
</img>
"
219,"Second warning After first warning, clutch temperature is increased continuously, then warning sound and shift indicator blinks continuously. If this occurs, pull over to a safe location, stop the vehicle with the engine running, apply the brakes and allow the clutch to cool for a few minutes with engine on. If you ignore this warning, the driving condition may become worse. You may experience abrupt shifts, jerkiness. To return to the normal driving condition, stop the vehicle and apply the foot brake. Then allow the transmission to cool for a few minutes with engine on. WARNING On an uphill road, never hold the vehicle at a stop using only the accelerator pedal or the creeping mode. This may cause clutch overheating and excessive damage, resulting in the reduction of the clutchs life cycle. i Information The AMT waring lamp may come on when clutch slip occurs excessively due to repeated stop-and-go driving on steep grades and when Hill Hold is maintained for a long time. In order to prevent waring lamp ON, use the brake during low speed driving on hill or when stopping the vehicle on an Uphill slope.  If the vehicle is held on a hill by using only the accelerator pedal or by creeping with brake pedal dis- engaged, the clutch may overheat which can result in damage. At this time, a warning lamp will appear on the cluster.  If the warning lamp is active, the foot brake must be applied.  Ignoring the warnings can lead to damage to the clutch and transmission. Clutch High temperature First warning  Under certain conditions, such as repeated stop-and-go launches on steep grades, sudden take off or acceleration, or other harsh driving conditions, the clutch temperature will increase excessively.  When the clutch temperature is high, the safe protection mode and warning lamp engages and the gear position indicator on the cluster blinks three times with a chime. 
",,
220,"Clutch overheated Final warning If the vehicle continues to be driven and the clutch temperatures reach the maximum temperature limit, the warning lamp will be blinked continuously. If this occurs, pull over to a safe location, stop the vehicle with the engine running, apply the brakes and allow the clutch to cool for a few minutes with engine on until the warning lamp disappear on the cluster. When possible, drive the vehicle smoothly. If any of the warnings continue to blink, for your safety, we recommend you contact an authorized HYUNDAI dealer and have the system checked. R (Reverse) Use this position to drive the vehicle backward. NOTICE Always come to a complete stop before shifting into R (Reverse) position. When moving to R (Reverse) position the gear is not shifted if the vehicle speed is over 3 km/h. Depress the brake pedal fully. If not, the brake press indicator will illuminate and the gear is not shifted. N (Neutral) The wheels and transmission are not engaged. Use N (Neutral) if you need to restart a stalled engine, or if it is necessary to stop with the engine ON. Always depress the brake pedal when you are shifting from N (Neutral) to another gear. WARNING Do not shift into gear unless your foot is firmly on the brake pedal. Shifting into gear when the engine is running at high speed can cause the vehicle to move very rapidly. You could lose control of the vehicle and hit people or objects. D (Drive) This is the normal forward driving position. The transmission will automatically shift to the appropriate gear position upon operation of the accelerator pedal and variation of vehicle speed. For extra power when passing another vehicle or driving uphill, depress the accelerator further until you feel the transmission downshift to a lower gear. 
",,
221,"When starting off on an uphill Engage the parking brake firmly to prevent the vehicle from rolling backwards. Move the shift lever to D (Drive) position while depressing the brake pedal. Make sure that the shift indicator in the cluster displays 1st gear. Take your foot of the brake pedal and depress the accelerator pedal gradually. Then, when the vehicle starts moving, release the parking brake and depress the accelerator pedal. When starting off on a downhill Depress the brake pedal and move the shift lever to D (Drive) position. Make sure that the shift indicator in the cluster displays 1st gear. Take your foot off the brake pedal and slowly depress the accelerator pedal. When the vehicle speed increases, the clutch will be engaged. NOTICE  If the gear is not shifted after changing the shift lever from N (Neutral) to D (Drive)/M (Manual)/R (Reverse), try to shift the gear again. In this case, time delay and intermittent noise may occur which are normal.  Always come to a complete stop and depress the brake pedal before shifting into D (Drive) position .  When moving from R (Reverse) to D (Drive) position, the gear is not shifted if the vehicle speed is over 8 km/h (5 mph).  Depress the brake pedal fully. If not, the brake press indicator will illuminate and the gear is not shifted. 
",,
222,"Manual shift mode OAI3069005I OAI3069005I Whether the vehicle is stationary or in motion, Manual shift mode is selected by pushing the shift lever from the D (Drive) position into the manual gate (M). To return to D (Drive) range operation, push the shift lever back into the main gate. In Manual shift mode, moving the shift lever backwards and forwards will allow you to select the desired range of gears for the current driving conditions. + (Up): Push the lever forward once to shift up one gear. - (Down): Pull the lever backwards once to shift down one gear. NOTICE i Information Only the five forward gears can be selected. To reverse or park the vehicle, move the shift lever to the R (Reverse) or N (Neutral) position as required. Downshifts are made automatically when the vehicle slows down. When the vehicle stops, 1st gear is automatically selected. When the engine rpm approaches the red zone the transmission will upshift automatically. If the driver presses the lever to + (Up) or - (Down) position, the transmission may not make the requested gear change if the next gear is outside of the allowable engine RPM range. The driver must execute upshifts in accordance with road conditions, taking care to keep the engine RPMs below the red zone. When accelerating from a stop on a slippery road, push the shift lever forward into the + (Up) position. This allows the transmission to shift into the 2nd gear which is better for smooth driving on a slippery road. Push the shift lever to the - (Down) side to shift back to the 1st gear. If you cannot move the shift lever into any position or if the gear is automatically moved to N (Neutral) position when the vehicle speed becomes below 10 km/h, this may indicate malfunction of the system. In this case, we recommend the system be checked by an authorized HYUNDAI dealer. 
",,"<img file_path=(image_hyundai_exter_222_1.jpeg)>The image depicts a car's gear shift lever in manual mode. The lever is shown in a grey plastic housing with a black leatherette boot. The lever itself has a black knob. There are two blue arrows indicating the direction of the lever for gear shifting. A light blue arrow points upwards indicating an upshift, while a dark blue arrow points downwards indicating a downshift. The lever can be moved forward to upshift one gear at a time and backwards to downshift one gear at a time. There are also markings on the gear shift housing that indicate the different gear positions: N (Neutral), R (Reverse), D (Drive), and M (Manual). 
</img>
"
223,"Parking To park your vehicle, always come to a complete stop and continue to depress the brake pedal. When parking on the flat road, move the shift lever from D (Drive)/R (Reverse) to N (Neutral) position. Then, engage the parking brake firmly before turning off the engine. When parking on a slope, it is recommended to place the shift lever in D (Drive) for uphill and R (Reverse) for downhill and to engage the parking brake before turning off the engine. If the engine was turned off with the shift lever in D (Drive) or R (Reverse) position, it is necessary to depress the brake pedal and move the shift lever to N (Neutral) position to turn on the engine. Take the Key with you when exiting the vehicle. WARNING When you stay in the vehicle with the engine running, be careful not to depress the accelerator pedal for a long period of time. The engine or exhaust system may overheat and start a fire. The exhaust gas and the exhaust system are very hot. Keep away from the exhaust system components. Do not stop or park over flammable materials, such as dry grass, paper or leaves. They may ignite and cause a fire. Paddle shifter (if equipped) OAI3V063027 OAI3V063027 The paddle shifter is available when the gear is in the D (Drive) position. Pull the [+] or [-] paddle shifter once to shift up or down one gear and the system changes from automatic shift mode to manual shift mode. To change back to automatic shift mode from manual shift mode, do one of the followings:  Pull and hold the [+] paddle shifter.  Shift the gear to D (Drive). The manual shift mode also changes back to automatic shift mode in one of following situations:  When the accelerator pedal is gently depressed for more than 6 seconds while driving.  When the vehicle speed decreases below 7 km/h (4 mph). i Information If the [+] and [-] paddle shifters are pulled at the same time, gear shift may not occur. 
",,"<img file_path=(image_hyundai_exter_223_1.jpeg)>The image shows the paddle shifters located on the steering wheel of a Hyundai vehicle. The paddle shifters are used to manually shift the transmission up or down one gear. The left paddle shifter is labeled with a ""-"" sign, and the right paddle shifter is labeled with a ""+"" sign.  To shift up one gear, pull the right paddle shifter, and to shift down one gear, pull the left paddle shifter.  The image shows arrows on the paddle shifters indicating the direction to pull. The paddle shifters are only available when the transmission is in the ""D"" (Drive) position. To return to automatic mode, either pull and hold the right paddle shifter, shift the gear back to ""D"" (Drive), or let the vehicle slow down to below 7 km/h (4 mph). Pulling both paddle shifters at the same time will not cause a gear shift. 
</img>
"
224,"Good driving practices Never move the shift lever from N (Neutral) to any other position with the accelerator pedal depressed. Be sure the vehicle is completely stopped before you attempt to shift into R (Reverse) or D (Drive). Do not move the shift lever to N (Neutral) when driving. Doing so may result in an accident because of a loss of engine braking and the transmission could be damaged. Driving uphill or downhill, always shift to D (Drive) when driving forward or to R (Reverse) when driving backwards, and check the gear position indicated on the cluster before driving. If you drive in the opposite direction of the selected gear, the engine will turn off and a serious accident might be occurred due to the degraded brake performance. Do not drive with your foot resting on the brake pedal. Even light, but consistent pedal pressure can result in the brakes overheating, brake wear and possibly even brake failure. Depressing both accelerator and brake pedals at the same time can trigger logic for engine power reduction to assure vehicle deceleration. Vehicle acceleration will resume after the brake pedal is released. When driving in Manual shift mode, slow down before shifting to a lower gear. Otherwise, the lower gear may not be engaged if the engine RPMs are outside of the allowable range.  Always apply the parking brake when leaving the vehicle. Do not depend on placing the transmission in N (Neutral) to keep the vehicle from moving.  Exercise extreme caution when driving on a slippery surface. Be especially careful when braking, accelerating or shifting gears. On a slippery surface, an abrupt change in vehicle speed can cause the drive wheels to lose traction and may cause loss of vehicle control resulting in an accident  Optimum vehicle performance and economy is obtained by smoothly depressing and releasing the accelerator. WARNING To reduce the risk of SERIOUS INJURY or DEATH:  ALWAYS wear your seatbelt. In a collision, an unbelted occupant is significantly more likely to be seriously injured or killed than a properly belted occupant.  Avoid high speeds when cornering or turning.  Do not make quick steering wheel movements, such as sharp lane changes or fast, sharp turns.  The risk of rollover is greatly increased if you lose control of your vehicle at highway speeds.  Loss of control often occurs if two or more wheels drop off the roadway and the driver over steers to reenter the roadway.  In the event your vehicle leaves the roadway, do not steer sharply. Instead, slow down before pulling back into the travel lanes.  HYUNDAI recommends you follow all posted speed limits. 
",,
225,"BRAKING SYSTEM Power brakes Your vehicle has power-assisted brakes that adjust automatically through normal usage. If the engine is not running or is turned off while driving, the power assist for the brakes will not work. You can still stop your vehicle by applying greater force to the brake pedal than typical. The stopping distance, however, will be longer than with power brakes. Pump the brake pedal only when necessary to maintain steering control on slippery surfaces. When descending a long or steep hill, shift to a lower gear and avoid continuous application of the brakes. Applying the brakes continuously will cause the brakes to overheat and could result in a temporary loss of braking performance. Wet brakes may impair the vehicles ability to safely slow down; the vehicle may also pull to one side when the brakes are applied. Applying the brakes lightly will indicate whether they have been affected in this way. Always test your brakes in this fashion after driving through deep water. To dry the brakes, lightly tap the brake pedal to heat up the brakes while maintaining a safe forward speed until brake performance returns to normal. Avoid driving at high speeds until the brakes function correctly. Disc brakes wear indicator When your brake pads are worn and new pads are required, you will hear a high pitched warning sound from your front or rear brakes. You may hear this sound come and go or it may occur whenever you depress the brake pedal. NOTICE To avoid costly brake repairs, do not continue to drive with worn brake pads. i Information When the brake pedal is depressed under certain driving conditions or weather conditions, you may temporarily hear a noise. This is normal and does not indicate a problem with your brakes. While driving on a road with deicing chemicals, brake noise or abnormal tire wear may occur due to deicing chemicals. In a safe traffic condition, additionally apply the brakes to remove deicing chemicals on the brake discs and pads. WARNING Take the following precautions: Do not drive with your foot resting on the brake pedal. This will create abnormal high brake temperatures, excessive brake lining and pad wear, and increased stopping distances. i Information Always replace brake pads as complete front or rear axle sets. 
",,
226,"Rear drum brakes Your rear drum brakes do not have wear indicators.Therefore, have the rear brake linings inspected if you hear a rear brake rubbing noise. Also have your rear brakes inspected each time you change or rotate your tires and when you have the front brakes replaced. Parking brake OAI3069006 OAI3069006 Always set the parking brake before leaving the vehicle, to apply: Firmly depress the brake pedal. Pull up the parking brake lever as far as possible. WARNING To reduce the risk of SERIOUS INJURY or DEATH, do not operate the parking brake while the vehicle is moving except in an emergency situation. It could damage the brake system and lead to an accident. To release: Firmly depress the brake pedal. Slightly pull up the parking brake lever. While pressing the release button (1), lower the parking brake (2). If the parking brake does not release or does not release all the way, we recommend that the system be checked by an authorized HYUNDAI dealer. WARNING  Whenever leaving the vehicle or parking, always come to a complete stop and continue to depress the brake pedal. Move the shift lever into the 1st gear (for manual transmission vehicle) or N (Neutral) position (for Automated Manual Transmission vehicle), then apply the parking brake, and place the ignition switch in the LOCK/OFF position. Vehicles with the parking brake not fully engaged are at risk for moving inadvertently and causing injury to yourself or others. 
",,"<img file_path=(image_hyundai_exter_226_1.jpeg)>The image shows the parking brake lever, which is located on the center console. To engage the parking brake, depress the brake pedal firmly and pull the lever up as far as possible. To release the parking brake, depress the brake pedal, pull the lever up slightly, press the release button (1), and lower the lever (2). A warning note says that the parking brake should not be operated while the vehicle is moving, as it could damage the brake system and lead to an accident. Additionally, it is advised to always come to a complete stop, depress the brake pedal, put the transmission into 1st gear (for manual transmission) or N (neutral) for automatic transmissions, apply the parking brake, and</img>
<img file_path=(image_hyundai_exter_226_2.jpeg)>The image shows the steps for releasing the parking brake in a Hyundai vehicle. The parking brake lever is shown in the image, with the release button (1) and the parking brake lever (2) labeled. To release the parking brake, the driver should firmly depress the brake pedal, slightly pull up the parking brake lever, and then while pressing the release button (1), lower the parking brake lever (2). If the parking brake does not release fully, Hyundai recommends that the system be checked by an authorized dealer. 
</img>
"
227," NEVER allow anyone who is unfamiliar with the vehicle to touch the parking brake. If the parking brake is released unintentionally, serious injury may occur. Only release the parking brake when you are seated inside the vehicle with your foot firmly on the brake pedal. NOTICE Do not apply the accelerator pedal while the parking brake is engaged. If you depress the accelerator pedal with the parking brake engaged, it will make warning sounds. Damage to the parking brake may occur. Driving with the parking brake on can overheat the braking system and cause premature wear or damage to brake parts. Make sure the parking brake is released and the Brake Warning Light is off before driving. Parking brake warning light Check the Parking Brake Warning Light by placing the ignition switch to the ON position (do not start the engine). This light will be illuminated when the parking brake is applied with the ignition switch in the START or ON position. Before driving, be sure the parking brake is released and the Brake Warning Light is OFF. If the Parking Brake Warning Light remains on after the parking brake is released while the engine is running, there may be a malfunction in the brake system. Immediate attention is necessary. If at all possible, cease driving the vehicle immediately. If that is not possible, use extreme caution while operating the vehicle and only continue to drive the vehicle until you can reach a safe location. Parking brake warning light 
",,
228,"Anti-lock Brake System (ABS) WARNING An Anti-Lock Braking System (ABS) or an Electronic Stability Control (ESC) system will not prevent accidents due to improper or dangerous driving maneuvers. Even though vehicle control is improved during emergency braking, always maintain a safe distance between you and objects ahead of you. Vehicle speeds should always be reduced during extreme road conditions. The braking distance for vehicles equipped with ABS or ESC may be longer than for those without these systems in the following road conditions. Drive your vehicle at reduced speeds during the following conditions: Rough, gravel or snow-covered roads. On roads where the road surface is pitted or has different surface height. Tire chains are installed on your vehicle. The safety features of an ABS or ESC equipped vehicle should not be tested by high speed driving or cornering. This could endanger the safety of yourself or others. ABS is an electronic braking system that helps prevent a braking skid. ABS allows the driver to steer and brake at the same time. Using ABS To obtain the maximum benefit from your ABS in an emergency situation, do not attempt to modulate your brake pressure and do not try to pump your brakes. Depress your brake pedal as hard as possible. When you apply your brakes under conditions which may lock the wheels, you may hear sounds from the brakes, or feel a corresponding sensation in the brake pedal. This is normal and it means your ABS is active. ABS does not reduce the time or distance it takes to stop the vehicle. Always maintain a safe distance from the vehicle in front of you. ABS will not prevent a skid that results from sudden changes in direction, such as trying to take a corner too fast or making a sudden lane change. Always drive at a safe speed for the road and weather conditions. ABS cannot prevent a loss of stability. Always steer moderately when braking hard. Severe or sharp steering wheel movement can still cause your vehicle to veer into oncoming traffic or off the road. On loose or uneven road surfaces, operation of the anti-lock brake system may result in a longer stopping distance than for vehicles equipped with a conventional brake system. The ABS warning light ( ) will stay on for several seconds after the ignition switch is in the ON position. During that time, the ABS will go through self- diagnosis and the light will go off if everything is normal. If the light stays on, you may have a problem with your ABS. We recommend that you contact an authorized HYUNDAI dealer as soon as possible. 
",,
229,"Electronic Stability Control (ESC) (if equipped) OAI3V063008 OAI3V063008 The Electronic Stability Control (ESC) system helps to stabilize the vehicle during cornering maneuvers. ESC checks where you are steering and where the vehicle is actually going. ESC applies braking pressure to any one of the vehicles brakes and intervenes in the engine management system to assist the driver with keeping the vehicle on the intended path. It is not a substitute for safe driving practices. Always adjust your speed and driving to the road conditions. WARNING Never drive too fast for the road conditions or too quickly when cornering. The ESC system will not prevent accidents. Excessive speed in turns, abrupt maneuvers, and hydroplaning on wet surfaces can result in severe accidents. WARNING If the ABS warning light ( ) is on and stays on, you may have a problem with the ABS. Your power brakes will work normally. To reduce the risk of serious injury or death, we recommend that you contact your HYUNDAI dealer as soon as possible. NOTICE When you drive on a road having poor traction, such as an icy road, and apply your brakes continuously, the ABS will be active continuously and the ABS warning light ( ) may illuminate. Pull your vehicle over to a safe place and turn the engine off. Restart the engine. If the ABS warning light is off, then your ABS system is normal. Otherwise, you may have a problem with your ABS system. We recommend that you contact an authorized HYUNDAI dealer as soon as possible. i Information When you jump start your vehicle because of a drained battery, the ABS warning light ( ) may turn on at the same time. This happens because of the low battery voltage. It does not mean your ABS is malfunctioning. Have the battery recharged before driving the vehicle. 
",,"<img file_path=(image_hyundai_exter_229_1.jpeg)>The image shows a close-up view of the interior of a car, specifically the dashboard. A white arrow points to a button with a blue icon indicating a car driving on slippery pavement. The image is accompanied by a description of the Electronic Stability Control (ESC) system, which helps to stabilize the vehicle during cornering maneuvers by applying braking pressure to any one of the vehicle's brakes and intervening in the engine management system. The text also includes warnings about driving too fast and the importance of safe driving practices. The image and text are part of a user manual, likely for a Hyundai vehicle, providing information about the vehicle's safety features and how to use them.</img>
"
230,"ESC operation ESC ON condition When the ignition switch is in the ON position, the ESC and the ESC OFF indicator lights illuminate for approximately three seconds and goes off, then the ESC is turned on. When operating When the ESC is in operation, the ESC indicator light blinks: When you apply your brakes under conditions which may lock the wheels, you may hear sounds from the brakes, or feel a corresponding sensation in the brake pedal. This is normal and it means your ESC is active. When the ESC activates, the engine may not respond to the accelerator as it does under routine conditions. If the Cruise Control was in use when the ESC activates, it automatically disengages. The Cruise Control can be reengaged when the road conditions allow. See Cruise Control in this chapter 7 (if equipped). When moving out of the mud or driving on a slippery road, the engine RPM (revolutions per minute) may not increase even if you press the accelerator pedal deeply. This is to maintain the stability and traction of the vehicle and does not indicate a problem. ESC OFF condition To cancel ESC operation: ESC OFF condition  State 1 Press the ESC OFF button briefly. The ESC OFF indicator light and/or message Traction control disabled will illuminate and a warning chime will sound. In this state, the traction control function of ESC (engine management) is disabled, but the brake control function of ESC (braking management) still operates. 
",,
231," State 2 Press and hold the ESC OFF button continuously for more than 3 seconds. The ESC OFF indicator light and/or message Traction control and ESC disabled illuminates and a warning chime sounds. In this state, both the traction control function of ESC (engine management) and the brake control function of ESC (braking management) are disabled. If the ignition switch is placed in the LOCK/OFF position when the ESC is off, the ESC remains off. Upon restarting the vehicle, the ESC will automatically turn on again. Indicator lights When the ignition switch is in the ON position, the ESC indicator light illuminates, then goes off if the ESC system is operating normally. The ESC indicator light blinks whenever the ESC is operating. If the ESC indicator light stays on, your vehicle may have a malfunction with the ESC system. When this warning light illuminates, we recommend that the vehicle be checked by an authorized HYUNDAI dealer as soon as possible. The ESC OFF indicator light comes on when the ESC is turned off with the button. WARNING When the ESC is blinking, this indicates the ESC is active: Drive slowly and NEVER attempt to accelerate. NEVER turn the ESC off while the ESC indicator light is blinking or you may lose control of the vehicle resulting in an accident. NOTICE Driving with wheels and tires with different sizes may cause the ESC system to malfunction. Before replacing tires, make sure all four tires and wheels are the same size. Never drive the vehicle with different sized wheels and tires installed. ESC indicator light (blinks) ESC indicator light (blinks) ESC OFF indicator light (comes on) ESC OFF indicator light (comes on) OTD059012 OTD059012 OTD059013 OTD059013 
","<tab>The data describes the functionality of the ESC indicator lights and buttons in a vehicle, specifically mentioning a Hyundai model. To turn off the ESC, one must press and hold the ESC OFF button for more than three seconds. This will trigger the ESC OFF indicator light and possibly the Traction control and ESC disabled message to illuminate, along with a warning chime. The ESC remains off until the vehicle is restarted. 

The ESC indicator light behaves differently depending on the state of the system. It illuminates briefly and then turns off if the ESC system is functioning normally when the ignition switch is in the ON position. The light blinks continuously when the ESC is active, warning the driver to drive slowly and carefully. If the light remains illuminated, it indicates a potential malfunction, and the vehicle should be checked by a Hyundai dealer.

The table also includes a notice about maintaining wheel and tire uniformity to avoid ESC system malfunction and a warning against turning off the ESC while the indicator light is blinking. Doing so could compromise the driver's control over the vehicle and potentially lead to an accident.</tab>
",
232,"ESC OFF usage When Driving The ESC OFF mode should only be used briefly to help free the vehicle if stuck in snow or mud, by temporarily stopping operation of the ESC, to maintain wheel torque. To turn the ESC off while driving, press the ESC OFF button while driving on a flat road surface. NOTICE To prevent damage to the transmission: Do not allow wheel(s) of one axle to spin excessively while the ESC, ABS, and parking brake warning lights are displayed. The repairs would not be covered by the vehicle warranty. Reduce engine power and do not spin the wheel(s) excessively while these lights are displayed. When operating the vehicle on a dynamometer, make sure the ESC is turned off (ESC OFF light illuminated). Vehicle Stability Management (VSM) (if equipped) The Vehicle Stability Management (VSM) is a function of the Electronic Stability Control (ESC) system. It helps ensure the vehicle stays stable when accelerating or braking suddenly on wet, slippery and rough roads where traction over the four tires can suddenly become uneven. WARNING Take the following precautions when using the Vehicle Stability Management (VSM): ALWAYS check the speed and the distance to the vehicle ahead. The VSM is not a substitute for safe driving practices. Never drive too fast for the road conditions. The VSM system will not prevent accidents. Excessive speed in bad weather, slippery and uneven roads can result in severe accidents. VSM operation VSM ON condition The VSM operates when: The Electronic Stability Control (ESC) is on. Vehicle speed is approximately above 15 km/h (9 mph) on curve roads. Vehicle speed is approximately above 20 km/h (12 mph) when the vehicle is braking on rough roads. i Information Turning the ESC off does not affect ABS or standard brake system operation. 
",,
