page_no,page_data,tab_data,image_data
176,"stud/nut) of the vehicle of discharged battery. reverse order in which you connected them. (For Diesel & Petrol) Make jump lead connections as follows: Connect one end of the first jump lead to the positive (+) terminal of the dis charged battery. Start the engine of the vehicle with the discharged battery. Connect the other end to the positive (+) terminal of the booster battery. Before disconnecting the jumper ca bles, let the engine run for several min utes. Connect one end of the second jump lead to the negative () terminal of the booster battery. Make the final connection (other end of the negative terminal) to an unpainted, heavy metal part (i.e. engine mounting If the booster battery you are using is fitted to another vehicle, start the en gine of the vehicle with the booster bat tery. Run the engine at moderate speed. Remove the jump leads in the exact NOTE Do not disconnect the discharged bat tery from the vehicle. WARNING Do not connect the jump lead di rectly to the negative () terminal of the discharged battery. This may lead to an explosion. Do not connect the jump lead di Do not allow battery electrolyte to come in contact with eyes, skin, fab rics or painted surfaces. The fluid contains acid which can cause in jury and severe damage. Wear pro tective apparel. Do not inhale any battery gases. Keep children away from batteries. In case if battery acid comes in contact with the skin, wash it off immediately with water and seek medical attention. Do not allow battery electrolyte to During charging and jump-starting, explosive gases can escape from During charging and jump-starting, 
",,"<img file_path=(image_Nexon_176_1.jpeg)>The image is a blank white page. There is no image to summarize.</img>
<img file_path=(image_Nexon_176_2.jpeg)>The image depicts a car battery with two red ""X"" markings on it. One of the ""X"" marks is near the positive terminal while the other is near</img>
<img file_path=(image_Nexon_176_3.jpeg)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and do not have the ability to process any image. 
</img>
<img file_path=(image_Nexon_176_4.jpeg)>The</img>
<img file_path=(image_Nexon_176_5.png)>The image shows a warning sign in the form of a white exclamation mark inside a circle</img>
<img file_path=(image_Nexon_176_6.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and thus I cannot process any image. 
</img>
<img file_path=(image_Nexon_176_7.png)>The image shows a white triangle with a white lightning bolt inside. The lightning bolt is</img>
<img file_path=(image_Nexon_176_8.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and do not have the ability to process any image. 
</img>
"
177,"TOWING When towing a break down vehicle, cer tain precautions and procedures must be taken to prevent damage to the vehicle and/or components. Failure to use stan dard towing precautionary measures when lifting or towing a break down vehicle could result in an unsafe operating condition. To correctly tow and prevent accidental damage to your vehicle, take help of a TATA MOTORS authorized dealer or a commercial tow-truck service. the battery. There is a risk of an ex plosion. Particularly avoid fire, open flames, creating sparks and smok ing. Make sure that there is suffi cient ventilation while charging and jump-starting. Do not lean over the battery. Make sure that the positive terminal of a connected battery does not come into contact with vehicle parts. Never place metal objects or tools on a battery. It is important that you observe the described order of the battery termi nals when connecting and discon necting a battery. If you are in doubt, seek assistance from qualified spe cialist workshop. Do not connect or disconnect the battery terminals while the engine is running. NOTE Make sure that the parking brake is re leased; vehicle is in neutral and steering wheel is unlocked. The power steering functions only when engine is running. Hence, during towing the steering ef forts will be more. WARNING Do not get under your vehicle after it has been lifted by a tow truck. Do not get under your vehicle after For towing a vehicle, the best way is to use a wrecker. Alternatively use a rigid tow bar. For towing a vehicle, the best way is Switch ON the hazard warning in dicators of both the vehicles to warn other road users. Switch ON the hazard warning in Limit the speed to 20-30 kmph. In case of brake failure, use the parking brake to control the vehicle. Fasten the tow rope or tow bar at the towing eyes. Otherwise, the ve hicle could be damaged. 
",,"<img file_path=(image_Nexon_177_1.jpeg)>The image is a blank white page. It is likely that the image is from a document and the text data provided contains information about towing a vehicle. The text explains the importance of using a wrecker or rigid tow bar, cautions against getting under the vehicle after it has been lifted, and advises on safety precautions to take while towing. It also mentions the necessity of using hazard warning indicators, limiting speed, and using the parking brake in case of brake failure. The text further emphasizes the importance of securing the tow rope or tow bar to the towing eyes to prevent damage to the vehicle. 
</img>
<img file_path=(image_Nexon_177_2.jpeg)>The image shows the front of a car. The car is being towed by a tow truck. The image is cropped, showing only the front bumper, grille, headlight, and part of the front wheel. There is an arrow pointing to the front tow hook, which is the best place to attach a tow rope or tow bar when towing a vehicle. The image is in grayscale.</img>
<img file_path=(image_Nexon_177_3.png)>The image shows a white exclamation mark in a white circle on a black background. This symbol is commonly used as a warning sign, indicating that caution is required.  It serves as a visual cue for the reader to pay attention and follow the safety instructions provided in the accompanying text. 
</img>
<img file_path=(image_Nexon_177_4.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and do not have the ability to process any image. 
</img>
<img file_path=(image_Nexon_177_5.png)>The image is a warning symbol depicting a lightning bolt inside a white triangle against a black background. This symbol is commonly used to indicate a risk of electrical shock. The text provided in the context suggests that the symbol pertains to safety precautions related to the battery during towing, highlighting the potential for an explosion due to sparks or flames. It further emphasizes the importance of proper ventilation and avoiding contact between the battery terminals and vehicle parts while charging and jump-starting. The symbol acts as a visual alert to exercise caution and follow safety guidelines to prevent accidents. 
</img>
<img file_path=(image_Nexon_177_6.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and do not have the capability to process any image. 
</img>
"
178,"clockwise direction. After towing, remove the towing hook and press fit the cover properly. Place the towing hook in the vehicle tool kit. Recommended Towing In case of break down, we recommend that your vehicle be towed with the driving wheels off the ground or place the vehicle on a flatbed truck as shown. Tow Hook Fitment Open the tailgate and remove tow hook from the tool kit. Open the tow hook cover provided on the front bumper by pressing it at the bottom part and simultaneously pulling it at the top (as shown in fig). Screw in and tighten the tow hook in When towing, pull away slowly and smoothly. If the tractive power is too high, the vehicles could be dam aged. When towing, pull away slowly and WARNING Do not tow your vehicle with the front wheels on the ground or four wheels on the ground (forward or backward), as this may cause seri ous damage to the transmission. Do not tow your vehicle with the When towing with the rear wheels on the ground or on towing dollies, place the ignition switch in the ACC or ON position, and secure the steering wheel in the straight-ahead position with a rope or similar de vice. When towing with the rear wheels 
",,"<img file_path=(image_Nexon_178_1.jpeg)>The image is a blank white page, so I cannot provide a summary. Please provide an image. 
</img>
<img file_path=(image_Nexon_178_2.jpeg)>The image shows the front bumper of a car with a black arrow pointing to a small opening on the front bumper, which is presumably where a tow hook is attached. The car's front grille and right front tire are also visible. The image appears to be from a car owner's manual as there are instructions about towing a car in the text.  The image shows the location of the tow hook on the front bumper. 
</img>
<img file_path=(image_Nexon_178_3.png)>The image is a white warning sign with a black background. The sign is a triangle with a lightning bolt inside. The lightning bolt is stylized, with a wavy line and an arrow pointing upwards. This image could be a warning sign for electrical hazards.</img>
<img file_path=(image_Nexon_178_4.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and thus I cannot provide you with the summary. 
</img>
<img file_path=(image_Nexon_178_5.jpeg)>The image is a blank white page. There is no image to summarize.  The provided text data is about the instructions for using and fitting a tow hook on a vehicle. It also warns about the dangers of towing a vehicle with the wheels on the ground and advises on the best way to tow a vehicle.  However, since there is no image, I am unable to provide a summary of it. 
</img>
<img file_path=(image_Nexon_178_6.jpeg)>The image depicts two methods of towing a vehicle. The first image shows a vehicle being towed on a flatbed truck. This is the recommended way to tow a vehicle. The second image shows a vehicle being towed with its front wheels on the ground. This is not recommended, as it can cause serious damage to the transmission. A large 'X' is drawn across this image to emphasize this.</img>
<img file_path=(image_Nexon_178_7.jpeg)>The image is a blank white page with no image or text content. The provided text data describes how to use and install a towing hook on a vehicle. It outlines</img>
<img file_path=(image_Nexon_178_8.jpeg)>The image shows three different ways to tow a vehicle. The first image shows the vehicle being towed on a flatbed truck, with all four wheels off the ground. The second image shows the vehicle being towed with only the rear wheels on the ground, using towing dollies. The third image shows the vehicle being towed with only the front wheels on the ground.  The text data from the PDF indicates that towing with only the front wheels on the ground or with four wheels on the ground (forward or backward) can cause serious damage to the transmission. The text also states that when towing with the rear wheels on the ground, the ignition switch should be in the ACC or ON position and the steering wheel should be secured in the straight-ahead position.</img>
"
179,"FUSES Your vehicle has fuse boxes at three loca tions. The vehicles electrical circuits have fuses to protect the wiring from short circuits or sustained overload. Battery Mounted Fuse Box. 1. Engine Compartment Fuse Box. 2. Cabin Compartment Fuse Box. 3. Checking And Replacing Fuses If any electrical unit in your vehicle is not functioning, check the fuses first. Please follow the steps below that will guide you to check and replace them. Apply parking brake Switch off all electrical accessories. Turn the ignition key to the LOCK po sition. In the fuse box, identify the defective fuse from its melted wire. Engine compartment fuse box Defective fuses must be replaced with fuses of same rating, which you can recognize by color and value. Make sure that all other fuses are pressed firmly in position. Remove the defective fuse by fuse puller. The fuse puller and spare fuses are provided in the engine compart ment fuse box. If a newly inserted fuse also blows, have the cause traced and rectified at nearest TATA MOTORS Authorized NOTE Always make sure that the spare fuses are added. 
FUSES Your vehicle has fuse boxes at three loca tions. The vehicles electrical circuits have fuses to protect the wiring from short circuits or sustained overload. Battery Mounted Fuse Box. 1. Engine Compartment Fuse Box. 2. Cabin Compartment Fuse Box. 3. Checking And Replacing Fuses If any electrical unit in your vehicle is not functioning, check the fuses first. Please follow the steps below that will guide you to check and replace them. Apply parking brake Switch off all electrical accessories. Turn the ignition key to the LOCK po sition. In the fuse box, identify the defective fuse from its melted wire. Engine compartment fuse box Defective fuses must be replaced with fuses of same rating, which you can recognize by color and value. Make sure that all other fuses are pressed firmly in position. Remove the defective fuse by fuse puller. The fuse puller and spare fuses are provided in the engine compart ment fuse box. If a newly inserted fuse also blows, have the cause traced and rectified at nearest TATA MOTORS Authorized NOTE Always make sure that the spare fuses are added. 
",,"<img file_path=(image_Nexon_179_1.jpeg)>The image is a blank white page and does not contain any visual information. Therefore, it is not possible to summarize the image. The provided text data describes the fuse boxes and fuse replacement procedure in a vehicle. It mentions that the vehicle has three fuse boxes located in the engine compartment, cabin compartment, and battery. The text also outlines the steps for checking and replacing defective fuses. It emphasizes the importance of using fuses with the same rating and ensuring that all fuses are securely in place.  The text also advises that if a newly inserted fuse blows, the vehicle should be taken to a TATA MOTORS Authorized service center for diagnosis and repair. 
</img>
<img file_path=(image_Nexon_179_2.png)>The image is a grayscale diagram of the front of a car. It shows the location of the vehicle's three fuse boxes. The number 3 is located on the right side of the car, near the rearview mirror, indicating the location of the cabin compartment fuse box. The number 1 is located on the left side of the car, near the front bumper, indicating the location of the engine compartment fuse box. The number 5 is located on the left side of the car, near the front bumper, indicating the location of the battery mounted fuse box.  These fuse boxes are essential for protecting the vehicle's electrical circuits from short circuits and sustained overload. 
</img>
<img file_path=(image_Nexon_179_3.jpeg)>The image is a white square. There is no image to summarize. 
</img>
<img file_path=(image_Nexon_179_4.jpeg)>The image shows two fuses. The fuse on the left is labeled ""OK"" and appears to be intact. The fuse on the right is labeled ""BLOWN"" and shows the internal wire has melted. The image is a visual representation of a good fuse and a blown fuse, which are found in vehicles to protect the electrical system from short circuits and overloads.  A blown fuse is a sign that a circuit has been overloaded or that there is a short circuit somewhere in the system.  Replacing a blown fuse with a new one of the same rating is essential for restoring functionality and protecting the electrical system. 
</img>
<img file_path=(image_Nexon_179_5.jpeg)>The image is a blank white page. It does not contain any visuals to summarize. The provided text describes fuses and their locations in a vehicle, as well as how to check and replace them.  The text mentions three fuse boxes: battery mounted, engine compartment, and cabin compartment.  It explains that if an electrical unit is not functioning, check the fuses first. The steps involve applying the parking brake, switching off all electrical accessories, turning the ignition key to the LOCK position, identifying the defective fuse, and replacing it with a fuse of the same rating. The text also emphasizes the importance of having spare fuses available. 
</img>
<img file_path=(image_Nexon_179_6.png)>The image shows a fuse box located in a vehicle's engine compartment. The fuse box contains a number of fuses, which are designed to protect the vehicle's electrical circuits from short circuits or sustained overload. The image also shows two types of fuses: a blade fuse and a bullet fuse.  The image illustrates how to remove the blade fuse using a fuse puller, which is provided in the engine compartment fuse box. It also indicates that defective fuses should be replaced with fuses of the same rating, which can be recognized by color and value.  The image emphasizes that all fuses must be pressed firmly into position. The image also shows that a spare fuse should always be available.  The image provides a visual guide for identifying and replacing fuses in a vehicle. 
</img>
<img file_path=(image_Nexon_179_7.png)>The image is a white exclamation mark within a circle on a black background. This symbol is typically used to indicate a warning or caution.  The provided text from the PDF details the location and functionality of fuse boxes in a vehicle, along with instructions on how to check and replace fuses. It is likely that the image serves as a visual reminder to refer to the provided text when encountering problems with the vehicle's electrical system. 
</img>
<img file_path=(image_Nexon_179_8.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and do not have the functionality to process images. 
</img>
"
180," Battery Mounted Fuse Box (Diesel) Battery Mounted Fuse Box (Petrol) Fuse No. Function Fuse Rat ing F01 STARTER MOTOR 200A WARNING WARNING If you manipulate or bridge a faulty fuse or if you replace it with a fuse with higher amperage, the electric cables could be overloaded. This could result in a fire. There is a risk of an accident and injury. If you manipulate or bridge a faulty Always replace faulty fuses with the specified new fuses having the cor rect amperage. Always replace faulty fuses with the If fuse box cover is removed for any reason, it should be refitted properly in its original position. ing 
",,"<img file_path=(image_Nexon_180_1.png)>The image depicts a white warning sign with a black background. The sign is triangular in shape with a lightning bolt symbol inside. The lightning bolt is stylized with jagged edges and points upward. The warning sign symbolizes the potential danger of electrical shock and serves as a cautionary reminder to take necessary precautions while working with electrical components. 
</img>
<img file_path=(image_Nexon_180_2.png)>I am sorry, I cannot see or analyze any image as I am only a text-based chat assistant and do not have the functionality to process any image data. 
</img>
<img file_path=(image_Nexon_180_3.jpeg)>The image is a blank white page. The text provided is a table describing the fuse box for different car engine types (Diesel and Petrol). The table specifies the fuse number, function, and rating for each fuse. It also includes a warning message about the danger of manipulating or bridging faulty fuses, as it could lead to overloaded electric cables, fire, accident, and injury. The warning emphasizes the importance of replacing faulty fuses with new ones having the correct amperage and refitting the fuse box cover properly in its original position. 
</img>
<img file_path=(image_Nexon_180_4.jpeg)>The image shows a close-up of a car engine with a black box labeled ""Battery Mounted Fuse Box"". An arrow points to a section of the box, likely highlighting a specific fuse or component. The image focuses on the electrical system of the car, specifically the fuse box located near the battery. This could be part of a manual illustrating the location and function of the fuse box.  The text excerpt provides warnings regarding the safety precautions to be taken when working with fuses, emphasizing the importance of replacing faulty fuses with the correct amperage and the need to secure the fuse box cover properly. 
</img>
<img file_path=(image_Nexon_180_5.jpeg)>The image is a blank white space. It appears to be missing the fuse box diagram that would have accompanied the text provided. The text describes the importance of replacing faulty fuses with the correct amperage and the dangers of manipulating or bridging fuses. It also warns against the risk of fire and injury if the fuse box cover is removed and not properly refitted.  The text indicates the presence of a fuse box for both diesel and petrol engines, with the fuse box containing a fuse for the starter motor. However, the image lacks the visual representation of this information. 
</img>
<img file_path=(image_Nexon_180_6.png)>The image is a circuit diagram labeled ""CIRCUIT DIAGRAM"". It shows a simple circuit with a battery labeled ""BATT"" connected to a fuse rated at 500A. The circuit diagram is part of a larger document that discusses battery mounted fuse boxes and the importance of replacing faulty fuses with the correct amperage. The document also warns against manipulating or bridging faulty fuses, as this could lead to overloading and a fire.  The fuse box cover should be refitted properly if it is removed.  This image is a simple illustration of the circuit diagram for the battery mounted fuse box. 
</img>
<img file_path=(image_Nexon_180_7.png)>The image shows a warning symbol, represented by a white triangle with a lightning bolt inside, signifying a risk of electrical shock. The symbol emphasizes the potential danger associated with</img>
<img file_path=(image_Nexon_180_8.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and do not have the functionality to process images. 
</img>
<img file_path=(image_Nexon_180_9.jpeg)>The image is a blank white page. The provided text data describes a table with information about a fuse box, including the fuse number, function, and rating. It also includes warnings about the dangers of manipulating or bridging faulty fuses or replacing them with fuses with a higher amperage. Finally, it notes that if the fuse box cover is removed, it should be refitted properly. 
</img>
<img file_path=(image_Nexon_180_10.jpeg)>The image shows a close-up of a car engine compartment. The image is focused on a black rectangular box that is likely the fuse box. A black arrow points to this box. The text from the PDF describes that the box contains fuses, and it warns against manipulating or bridging faulty fuses or replacing them with fuses of higher amperage. The text also advises replacing faulty fuses with new fuses of the correct amperage and refitting the fuse box cover properly if it is removed. The image and text provide information about the location and function of the fuse box, as well as safety precautions related to its use.</img>
<img file_path=(image_Nexon_180_11.jpeg)>The image is a blank white page. There is no image to summarize.  The text provided is a table header and safety warning about fuses in a vehicle. It states that manipulating or bridging faulty fuses or replacing them with fuses with a higher amperage can overload electric cables and lead to a fire.  The text also advises that faulty fuses should always be replaced with new fuses of the correct amperage and that if the fuse box cover is removed for any reason, it should be refitted properly in its original position. 
</img>
<img file_path=(image_Nexon_180_12.png)>The image is a circuit diagram labelled “CIRCUIT DIAGRAM”. The diagram shows a battery labelled “BATT” connected to a fuse with a rating of 50</img>
"
181,"Fuse No. Function Fuse Rat ing Engine Compartment Fuse Box (Petrol) F01 S TA R T E R MOTOR 200A Engine Compartment Fuse Box (Diesel) &hTab ing NOTE The fuse box layout is for reference pur pose only. Please refer the sticker pro vided inside the fuse box cover. WARNING If Fuse box cover is removed for any reason, it should be refitted properly in its original position. NOTE The fuse box layout is for reference pur pose only. Please refer the sticker pro vided inside the fuse box cover. 
",,"<img file_path=(image_Nexon_181_1.png)>The image is a warning sign with a white triangle on a black background. Inside the triangle is a white lightning bolt. This symbol is a standard warning sign indicating the presence of high voltage or electrical hazard. 
</img>
<img file_path=(image_Nexon_181_2.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and do not have the ability to process any image. 
</img>
<img file_path=(image_Nexon_181_3.jpeg)>The image is a blank white page, with no content or visuals. It is not possible to summarize the image as it is entirely empty. It is likely that the image was meant to be a placeholder for a diagram or table related to the provided text data, but was not filled in.  The text data describes the fuse box layout for a car engine, detailing the location of fuses, their function, and their ratings for both petrol and diesel engines. It also provides important warnings regarding the fuse box cover and references to a sticker located inside the cover. 
</img>
<img file_path=(image_Nexon_181_4.png)>The image is a black and white diagram showing the location of the engine compartment fuse box in a car. The fuse box is located in the upper right corner of the image and is labeled ""F01"". A black arrow is pointing to the fuse box. The diagram also shows other components of the engine compartment, such as the engine itself, hoses, and wires. The text data provides additional information about the fuse box, including its location, the type of fuses it uses, and the function of the fuses.  It also provides a warning about the importance of properly refitting the fuse box cover after removing it.</img>
<img file_path=(image_Nexon_181_5.png)>The image is a white exclamation mark in a circle. It is a warning symbol, and likely indicates that there is important information the user should be aware of. The surrounding text suggests that the image is part of a warning about the fuse box layout in a vehicle, emphasizing the need to refer to the sticker provided inside the fuse box cover for accurate information. Additionally, the text highlights the importance of properly refitting the fuse box cover if it is removed for any reason. 
</img>
<img file_path=(image_Nexon_181_6.png)>I am sorry, I cannot see or analyze any image. I am a text-based chat assistant and thus I cannot process any audio or image. 
</img>
<img file_path=(image_Nexon_181_7.jpeg)>The image is a blank white page. It appears to be a page from a manual or instruction booklet that has been left blank. The text provided gives information about the fuse box layout, including the function and rating of each fuse, as well as warnings regarding the cover of the fuse box. It's likely that the image is intended to show the fuse box layout, but the image itself is missing. 
</img>
<img file_path=(image_Nexon_181_8.png)>The image shows a diagram of the engine compartment fuse box layout for a car. It is a black and white image, with a black arrow pointing to the location of the fuse box. The diagram is for reference purposes only, and the actual layout may vary. The sticker provided inside the fuse box cover should be consulted for the correct fuse layout. A warning is given to ensure the fuse box cover is refitted properly in its original position. The image also shows other components of the car engine, such as hoses and pipes. 
</img>
<img file_path=(image_Nexon_181_9.png)>The image is a white exclamation mark inside a white circle on a black background. It is a warning symbol that is commonly used to indicate that something is important or needs attention.  It is typically used to alert people to potential hazards or to provide important instructions.  In this context, it is likely a warning sign associated with the fuse box layout and is placed in close proximity to the text, ""WARNING If Fuse box cover is removed for any reason, it should be refitted properly in its original position.""  This indicates that the warning symbol should be interpreted to mean that proper refitting of the fuse box cover is critical to ensure safety. 
</img>
<img file_path=(image_Nexon_181_10.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and do not have the capability to process any image. 
</img>
"
182,,,"<img file_path=(image_Nexon_182_1.jpeg)>The image is a blank white page with no content.  It could be a page from a document, a scanned document, or a blank image.  There is no text, images, or other content on the page. 
</img>
<img file_path=(image_Nexon_182_2.png)>The image is a diagram of a fuse box. The diagram shows the location of each fuse, the amperage of each fuse, and the function of each fuse. There are a total of 18 fuses in the fuse box. The fuses are labeled with their corresponding amperage and function. The fuses are arranged in a grid pattern, with the top row being the largest fuses and the bottom row being the smallest fuses. The fuses are labeled with their corresponding amperage and function. The fuses are arranged in a grid pattern, with the top row being the largest fuses and the bottom row being the smallest fuses. The diagram is labeled with the text ""NOTE IF EQUIPPED"" at the top, and the text ""SPARE MINI FUSE"" at the bottom. The diagram is also labeled with the text ""R/Y"" and ""A/01"" for each fuse.</img>
"
183,"Fuses - Cabin Compartment Cabin Compartment Fuse Box Cover Removal Procedure Fuse box is located inside the cover below steering column. To access the fuse box, remove cover as per procedure given below. To remove the cover, gently pull the 2. cover from upper side that the lugs get disengaged. To remove the cover, gently pull the 2. Re-fitment Procedure Align bottom lugs and push upper part with respective slots on dash board and press the cover firmly. Cabin compartment fuse box Fuse box cover is mounted on dash 1. board with the help of lugs at the top and bottom of the cover from inside. Fuse Fuse No. Function Fuse Rating ACC B+ VE / OBD 15A PWR SKT RR 15A BCM 20A BCM 20A BLOWER 30A Rating BCM 20A 
","<tab>The data provided is a list of fuses and their corresponding functions and ratings. The fuse box is located in the cabin compartment, beneath the steering column. The list details that there are six fuses with defined functions. The BCM fuse has the highest rating of 20A, while the ACC B+ VE / OBD and PWR SKT RR fuses are rated at 15A each. Three fuses, namely the BCM, BCM, and BLOWER, are rated at 20A and 30A, respectively. This information is crucial for identifying the purpose and capacity of each fuse in the cabin compartment fuse box.</tab>
","<img file_path=(image_Nexon_183_1.jpeg)>The image is a white blank page. It does not contain any visual information. The text provided describes the location and procedure for accessing the fuse box in a cabin compartment. It also provides a list of fuses, their corresponding functions, and ratings. The fuse box is located beneath the steering column and can be accessed by removing a cover with two lugs. The list details six fuses with specific functions and ratings, with the highest rating of 20A for the BCM fuse. The ACC B+ VE / OBD and PWR SKT RR fuses are rated at 15A each. Three fuses, namely the BCM, BCM, and BLOWER, are rated at 20A and 30A, respectively. This information is crucial for identifying the purpose and capacity of each fuse in the cabin compartment fuse box. 
</img>
<img file_path=(image_Nexon_183_2.jpeg)>The image shows a close-up of the interior of a vehicle, specifically the area beneath the steering column. An arrow points towards a rectangular opening, which is the location of the cabin compartment fuse box. The fuse box cover is mounted on the dashboard, with lugs at the top and bottom for securing the cover. The text data extracted from the PDF document describes the process of removing and replacing the fuse box cover, as well as providing a list of the fuses and their functions and ratings. The list includes six fuses with varying functions and amperage ratings, with the BCM fuse having the highest rating of 20A. 
</img>
<img file_path=(image_Nexon_183_3.jpeg)>The image is a blank white space. The provided text data describes the location, removal and re-fitting procedure of the fuse box cover in a cabin compartment. It also lists six fuses, their functions and ratings. The fuse box is located beneath the steering column, and the cover can be removed by gently pulling it from the upper side. The highest rated fuse is the BCM fuse with 20A, while the ACC B+ VE / OBD and PWR SKT RR fuses are rated at 15A. The information provided is helpful for understanding the purpose and capacity of each fuse in the cabin compartment fuse box. 
</img>
<img file_path=(image_Nexon_183_4.png)>The image shows a close-up view of a fuse box located in the cabin compartment of a vehicle. The fuse box is mounted on the dashboard with lugs at the top and bottom. It is a complex system with multiple rows of fuses, each with its own designated function. The image also reveals several large fuses, likely for components that require higher amperage. The arrangement and number of fuses suggest a comprehensive system that protects various electrical circuits within the vehicle.  The image is grayscale, making it challenging to identify specific fuse values or labels. However, the text data provided gives details about specific fuse functions and ratings, allowing for a better understanding of the overall setup. 
</img>
<img file_path=(image_Nexon_183_5.jpeg)>The image is a blank white space. It does not contain any visual information. The provided text data describes the location and removal procedure for the fuse box cover in the cabin compartment of a vehicle. It further lists the fuses, their functions, and their respective ratings. The information highlights that there are six fuses, with the BCM fuse having the highest rating of 20A, while the ACC B+ VE / OBD and PWR SKT RR fuses are rated at 15A each. The BCM, BCM, and BLOWER fuses have ratings of 20A and 30A, respectively. 
</img>
<img file_path=(image_Nexon_183_6.jpeg)>The image displays a fuse box diagram, likely from a car. It features a grid with various labeled fuses, denoted by ""K"" followed by a number.  The labels ""TE21EB DIAGNOSTIC DIODE"" and ""NEXON BS241 243824208823""  suggest a diagnostic component and model information. The diagram also includes a section with ""TE"" followed by a letter, suggesting different types of relays or electrical components. The overall layout suggests a standardized fuse box arrangement, common in many automotive systems. 
</img>
"
184,"Fuse Fuse No. Function Fuse Rating 7 MIR MTR / BLR RLY 5A 8 PWR SKT FRT 15A 9 SUNROOF 5A AFTERMKT ACC 15A 10 AIRBAG 5A 11 EPAS 5A 12 IGNITION 10A 13 IGN SW / PEPS 10A 14 CDL 15A 15 CLUSTER 5A 16 T/G ACT 10A 17 PDC / TCU / DS IGN 5A 18 HVAC 10A 19 IGN-ACC HRW 20 IGN KEY-IN PEPS / WLC 5A 5A 21 TELEMATIC ECU 5A FE WLC 5A FF VENT seat 10A Rating HRW 5A 25A 5A PEPS / WLC 
","<tab>The table provides information on various vehicle components and their corresponding fuse ratings. Starting with the Fuse No., a numeric identifier, each entry lists a function associated with a particular component and the fuse rating required. The components vary from essential functions like the MIR MTR/BLR RLY and PWR SKT FRT to safety features such as AIRBAG and EPAS.

The ratings are categorized by current capacity, with values like 5A, 10A, and 15A being the most common. Some entries also have additional notes, like the IGN-ACC HRW, which has a dual rating of 5A and 25A, and the IGN KEY-IN PEPS/WLC, which has two 5A ratings.

Overall, this data gives a comprehensive overview of the electrical system, ensuring each component receives the appropriate amount of current and protection. It's a detailed listing of vehicle fuses, their purposes, and their respective ratings, providing a quick reference for maintenance, troubleshooting, or customizations.</tab>
",
185,"BULB SPECIFICATION Sn. Description Rating Type Qty. 1 HIGH BEAM + LOW BEAM 12V, 55W H7 4 2 TURN SIGNAL FRONT (Option I) LED LED MODULE 2 3 TURN SIGNAL FRONT (Option II) 12V, 21W WY21W 2 4 TURN SIGNAL REAR 12V, 21W WY21W 2 5 FOG LAMP FRONT (If applicable) 12V, 19W H16 2 6 STOP LAMP LED LED MODULE 2 7 POSITION LAMP FRONT LED LED MODULE 2 8 POSITION LAMP REAR LED LED MODULE 2 9 REVERSE LAMP 12V, 10W R10W 2 10 REAR REGISTRATION PLATE LAMP LED LED MODULE 2 11 SIDE REPEATER LAMP- ON ORVM LED LED MODULE 2 12 ROOF LAMP LED LED MODULE 1 13 HIGH MOUNTED STOP LAMP LED LED MODULE 1 14 REAR BOOT LAMP 12V, 5W W5W 1 15 GLOVE BOX LAMP 12V, 5W W5W 1 16 DRL LED LED MODULE 2 
","<tab>The table provides a comprehensive list of bulbs used in a vehicle, specifying the quantity of each type needed. The first entry, for instance, requires four H7 bulbs with a rating of 12V and 55W for high beam and low beam purposes. There are two options for the turn signal bulbs: either LED modules or WY21W bulbs rated at 12V and 21W. The rear turn signals also utilize WY21W bulbs. 

If needed, the front fog lamps would require H16 bulbs rated at 12V and 19W, while the stop lamp is comprised of LED modules. The position lamps, both front and rear, are also LED modules. R10W bulbs rated at 12V and 10W are used for the reverse lamp, and the same goes for the rear boot lamp and glovebox lamp, which both use W5W bulbs rated at 12V and 5W. Lastly, the DRLs are LED modules, needing two of them in total. 

Overall, the list covers all the essential bulbs needed for a vehicle's lighting system, providing a detailed insight into the specifications of each.</tab>
",
