page_no,page_data,tab_data,image_data
125,"STEERING LOCK AND IGNITION SWITCH (if available) The ignition switch has the following four positions: ACC - Accessories such as the infotain ment system can be operated, but the en gine remains OFF. Steering gets unlocked. ON - This is the normal operating position. All electrical systems are ON. START - Turn the key further clockwise to the START position, (spring loaded) to start the engine. As soon as the engine starts, release the ignition key, which re turns to ON position. While cranking, all accessories will be momentarily OFF. Illuminated Key Ring (if available) When the vehicle is unlocked, the illumi nated key ring glows. This helps to locate ignition switch in the dark. LOCK - This is the normal parking posi tion. Key from lock can be removed in this position only. LOCK position prevents normal use of the steering wheel after the key is re moved. To release the steering lock, put the key in the slot and turn it clockwise to one click (ACC). WARNING Before you start the car, make sure the steering wheel position is locked. Do not unlock or adjust the steering wheel while the vehicle is in motion. NOTE To prevent serious accidents , the steering effort may Increase sud denly in case if the operation of the EPAS system detects Malfunction during self diagnosis. To prevent serious accidents , the When steered for a prolonged pe riod, the steering effort will increase to prevent overheating and damage to the steering system. When steered for a prolonged pe 
",,"<img file_path=(image_punch_bsvi_125_1.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and do not have the capability to process any image. 
</img>
<img file_path=(image_punch_bsvi_125_2.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and do not have the capability to process any image. 
</img>
<img file_path=(image_punch_bsvi_125_3.jpx)>The image shows a black and white photo of a car's steering column. An arrow points to a screw on the steering column. The screw is located near the ignition switch. The text associated with the image discusses the different positions of the ignition switch, including ACC, ON, START, and LOCK. It also provides warnings about steering wheel position and steering effort during self-diagnosis. The image and text appear to be part of an owner's manual or service guide for a car.</img>
"
126,"STARTING AND STOPPING (with out PEPS) Starting The Engine Make sure that parking brake is engaged and vehicle is in neutral gear. Press the clutch pedal fully and crank the engine. Do not press the accelerator pedal when starting the engine. the engine. Before switching off the en gine, run the engine at idle speed for 30 seconds and then switch off. This will allow the engine oil to lubricate the turbocharger, till its speed is fully reduced and also allow the unit to cool down. Starting Off To start off, press the clutch pedal fully and shift into 1st gear. After releasing the parking brake, gradu ally release the clutch and slowly press the accelerator. Release the key as soon as the engine starts. Repeat if engine does not start. Stopping The Vehicle For vehicle equipped with turbocharger, turn the key to ACC position to switch off secs. For vehicle equipped with tur bocharger, after you start the en gine, run the engine at idle speed for 30 seconds. Do not press accel erator pedal while starting the en gine to avoid damage to the turbocharger. WARNING Do not switch off the ignition while driving. Do not switch off the ignition while For vehicle equipped with tur bocharger, do not switch the engine off when it is running at high speed. This will lead to premature tur bocharger bearing wear. For vehicle equipped with tur If you switch off the ignition while driving, safety-relevant functions are only available with limitations, or not at all. This could affect the power steering and the brake boosting ef fect. You will require considerably more effort to steer and brake. There is a risk of an accident. If you switch off the ignition while NOTE The Starter protection system fit ted in this vehicle does not allow you to crank the engine until you fully press the clutch pedal. The Starter protection system fit NOTE NOTE When shifting or starting off, do not race the engine. Racing the engine can shorten engine life and affect smooth shifting. The Starter protection system switches off the starter when it is continuously cranked for more than 10 secs. In such a case, get the key back to OFF position & wait for 30 The Starter protection system 
",,"<img file_path=(image_punch_bsvi_126_1.png)>I am sorry, I cannot see or analyze any image. I am a text-based chat assistant and thus I cannot process any image.</img>
<img file_path=(image_punch_bsvi_126_2.jpx)>The image is a diagram illustrating the steps involved in starting and stopping a vehicle with a turbocharger. The diagram shows the steps in a simple and easy-to-understand manner. It shows the steps of starting the engine, starting off, and stopping the vehicle.  It also includes safety warnings for vehicles equipped with turbochargers. The image is clear and concise and would be helpful for drivers who are unfamiliar with the process of starting and stopping a vehicle with a turbocharger.</img>
<img file_path=(image_punch_bsvi_126_3.png)>I am sorry, I cannot see or analyze any image. I am a text-based chat assistant and thus I cannot process any image. 
</img>
"
127,"STARTING AND STOPPING (PEPS) (if available) Engine Passive Start/stop Start/Stop switch is provided on the dash board towards the right side of steering wheel. Start/stop Button The start/stop button or Push to Start But ton is a main component of Passive (En gine) Start and Stop system. It is used to control ACC, IGN outputs as well as to start and stop the engine. Backup Start To start the engine when smart key battery voltage is low, the user needs to press start/stop button two times with an interval of 2.5 seconds after pressing the clutch with valid smart key near immobilizer an tenna (on key symbol in Centre Console). Emergency Start If the engine is switched from ON to OFF and start/stop button is pressed with clutch pressed within 5 seconds, engine gets cranked. NOTE If smart key is inside the vehicle and on pressing start stop switch, if start stop switch green LED blinks more than 10 sec. duration then contact authorized TATA MOTORS dealer. If smart key is inside the vehicle and If ESCL (Electronic Column Steer ing Lock) is not unlocked properly, then vehicle doesnt go into ACC mode If ESCL (Electronic Column Steer NOTE If ESCL (Electronic Column Steering Lock) is not unlocked properly, then En gine will not get cranked. 
",,"<img file_path=(image_punch_bsvi_127_1.jpx)>The image shows the start/stop button located on the dashboard of a car. The button is a circular, silver-colored button with the words ""START ENGINE STOP"" printed on it. The button is situated on the right side of the steering wheel, next to other buttons and controls. The image is accompanied by text that provides instructions on how to use the start/stop button, including how to start the engine in an emergency situation or when the smart key battery is low. The text also includes notes about potential issues with the start/stop system and what to do in those situations. 
</img>
<img file_path=(image_punch_bsvi_127_2.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant. I can only process text. 
</img>
<img file_path=(image_punch_bsvi_127_3.jpx)>The image shows the interior of a car with the center console highlighted. An arrow points to a small circular button located on the center console, which is the start/stop button or Push to Start Button. This button is a key component of the Passive (Engine) Start and Stop system. It is used to control the ACC, IGN outputs and also to start and stop the engine. The button is located on the right side of the steering wheel.  The image emphasizes the location of the start/stop button and its importance in the car's engine start/stop system. 
</img>
"
128,"ENGINE PASSIVE START - CONDI TIONS Single Press Start Step 2 Engine will remain OFF but all electri 3. cal equipment and infotainment sys tem can be used. Engine will remain OFF but all electri 3. Press the clutch pedal and then press 1. start/stop button to start the engine. Step 3 Bring the smart key with you and sit in 1. the driver seat. Green colour LED on start/stop button 2. will turn ON. Press the clutch pedal and then press 1. start/stop button to start the engine. Once engine start successfully, green 3. colour LED on start/stop switch will re main ON. Three Step Start Step 1 Press the clutch pedal and then press 2. the start/stop switch. Green colour LED on start/stop button 2. will turn ON. Green colour LED on start/stop button 3. will turn ON. Once the engine is started success- 3. fully, the green colour LED on start/stop button stays ON. Once engine is started successfully, 4. the green colour LED on start/stop but ton stays ON. Two Step Start Step 1 Have the smart key with you and sit on 1. the drivers seat. Press the start/stop button without 2. pressing clutch pedal. Have the smart key with you and sit on 1. the drivers seat. Amber colour LED on start/stop button 3. will turn ON. Limited information will be dis-played 4. on instrument cluster and steering will be unlocked. Engine remains OFF. Step 2 Press the start/stop button without 2. pressing clutch pedal. Amber colour LED on start/stop switch 3. turns ON. Engine will remain OFF and all electri 4. Press the start/stop button without 1. pressing clutch pedal again. g cal equipment and infotainment sys tem can be used. Steering is Green colour LED on start/stop button 2. will turn ON. cked 
",,
129,"ENGINE PASSIVE STOP - CONDI TIONS Single Press Stop IGN is ON and engine is running. GEAR SHIFTING The gearshift pattern is as shown on the gear lever knob. Gear shifting should al ways be done with the clutch pedal fully pressed. Press the start/stop button with or with out clutch. ACC and IGN turns OFF. LED on start/stop switch turns OFF. Single Long Press Stop IGN is ON and engine is running. Vehicle is in running condition i.e. wheel rpm >10 RPM or wheel sensor faulty. Press the start/stop button for more than three seconds. IGN returns OFF, ACC remains ON. Amber colour LED on start/stop switch turns ON. ing any door handle switch and if PEPS detects that the smart key is left inside the vehicle, an audio warning/ chime is sounded. NOTE If clutch pedal is pressed for more than 3 minutes, then release the clutch/brake pedal and again press clutch/brake pedal with start stop button to crank the engine. NOTE Gear recommendation is dis-played when the clutch pedal is fully re leased. Gear recommendation is dis-played If F is displayed in DIS of instru ment cluster, it means Fault condi tion. Contact TATA MOTORS If F is displayed in DIS of instru WARNING When vehicle is in OFF mode (ACC, IGN and Crank OFF) and user tries to lock the vehicle from outside by press 
",,"<img file_path=(image_punch_bsvi_129_1.png)>I am sorry, I cannot see or analyze any image. I am a text-based chat assistant and thus I cannot process any audio or image. 
</img>
<img file_path=(image_punch_bsvi_129_2.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and do not have the ability to process any image. 
</img>
<img file_path=(image_punch_bsvi_129_3.jpx)>The image shows a close-up view of a car's gear lever. The gear lever is in the neutral position and an arrow points to it. It is a manual transmission gear lever with the gear pattern indicated on the knob. The lever is surrounded by a leather boot and is positioned in the center console of the car.  The image is a clear representation of a typical manual transmission gear lever found in many vehicles. It highlights the gear lever and its surroundings, which are essential components for manual car operation. The image is taken from a driver's perspective, focusing on the gear lever and its components. 
</img>
"
130,"REVERSE GEAR To engage reverse gear, shift to reverse position as shown on the gear lever knob. DRIVING Climbing Sharp Gradients On Loose Surfaces Start off smoothly in a suitable gear. Accel erate smoothly so that there is no loss of traction by over-revving of the engine. Choose a smooth slope and select the ap propriate gear so that gear changing in the middle of the climb is not required. Changing gears in the middle of the climb can cause loss of momentum and engine stalling. Shifting to lower gear has to be done cautiously to avoid loss of traction. Under no conditions should the vehicle be moved diagonally across a hill. The dan ger is in loss of traction and side-ways slip page, possibly resulting in toppling over. If unavoidable, choose a mild angle and keep the vehicle moving. If the tyres start to slip within few feet at the end of the climb, keep the vehicle sta ble by steering left and right. It gives in creased grip to the tyres. If the vehicle stalls or losses headway while climbing a steep hill, make a quick Authorized Dealer/Service Center. Press the clutch fully when gear shifting. The reverse gear should be engaged only when the vehicle is stationary. Use the clutch only to shift gears and do not use it when vehicle is stationary on a slope, as the car will roll down due to gravity. If all doors are closed when the ve hicle is in ACC/IGN/RUN mode and if PEPS does not detect the smart key inside the car, then an audio warning is given. Do not rest your hand on the shift lever during driving; Pressure trans mitted from your hand may result in premature wear of the transaxle in ternal gear shift mechanism 
",,"<img file_path=(image_punch_bsvi_130_1.jpx)>The image shows a manual gear shifter in a car. The gear shift knob is circled in white and an arrow points to it. The knob shows the five forward gears: 1, 2, 3, 4, and 5. The knob also shows the reverse gear, R. The image highlights the reverse gear and how to engage it. It provides information on how to shift into reverse gear. The text data further emphasizes that the reverse gear should be engaged only when the vehicle is stationary.</img>
"
131,"shift to reverse and allow the vehicle to move back with the help of engine brak ing. Descending Sharp Gradients Depending on the severity of the gradient, shift into appropriate gear. Use engine braking judiciously without over-revving the engine. Brake gently in such situations. AUTOMATED MANUAL TRANSMIS SION (AMT) (If fitted) Transmission (AMT) Gearbox offers a choice of three driving modes: Put the ignition ON 2. Automated mode with the gear lever in 1. position A. While the brake pedal is pressed, bring 3. the shifter lever to Neutral - N. Check N on instrument cluster. Crank to start the engine with the brake pedal still pressed. Manual mode with the gear lever in po 2. sition M. Starting Engage the parking brake firmly. Press 1. Brake pedal. WARNING When descending on sharp gradients, do not turn the ignition key to the OFF position. The braking assist and steer ing assist may malfunction and the emission control system may be dam aged. NOTE If push button is pressed with brake pedal is pressed and gear is in A mode, the vehicle will not start. It will start within 10 seconds if gear shifter is moved from A to N with the brake pedal 
",,"<img file_path=(image_punch_bsvi_131_1.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and thus I cannot process any image.</img>
<img file_path=(image_punch_bsvi_131_2.jpx)>The image shows the gear shifter of an Automated Manual Transmission (AMT) gearbox. It displays various positions for the gear shifter, including A (automated mode), N (neutral), and M (manual mode). The gear shifter is located on the right side of the image and is surrounded by a black panel. There are labels for each gear position on the panel, which are visible and legible. The gear shifter is designed to allow the driver to select different modes of operation for the transmission, providing flexibility and control over the vehicle's driving experience. 
</img>
<img file_path=(image_punch_bsvi_131_3.jpx)>The image shows a diagram of a car's gear shifter. The shifter is shown in the neutral (N) position. The shifter has a knob with a plus and minus sign on it and a lever that can be shifted into different positions. The lever is currently in the neutral position. The shifter also has a button that can be pressed to change between automated and manual modes.  The gear shifter is a key part of the Automated Manual Transmission (AMT) system, which allows the driver to choose between automatic and manual modes of driving.  The image also depicts a panel displaying the different gears (1-5) and the ""R"" gear for reverse.</img>
<img file_path=(image_punch_bsvi_131_4.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and do not have the capability to process any image. 
</img>
"
132," Gear Shifter Driving Modes Neutral Vehicle is in neutral gear position. This will be indicated on instrument cluster. Stopping The vehicle can be stopped by depressing the brake pedal regardless of the gear po sition. This is because the clutch is auto matically disengaged to prevent the engine from stalling. If the gearshift lever is in the A position, the gear will be down shifted to 1st when the vehicle stops. Also, if the gearshift lever is in the M position, the gear will be down shifted to 1st when the vehicle stops. Reverse Reverse gear will be engaged only when vehicle is stationary and brake pedal pressed. An audio signal indicates when reverse gear is engaged. will be indi cated on instrument cluster. continuously pressed. is in motion. NOTE Auto mode will give optimum engine Torque and Power output. Drive the ve hicle in Auto mode to get max fuel economy. Exhaust fan in the engine compartment will remain ON for a short while after IGN is switched OFF. WARNING Always make sure to keep the gear shift lever in the N position, when the engine is running and vehicle is stationary. Always make sure to keep the gear Do not shift the lever in N position, even momentarily, when the vehicle Do not shift the lever in N position, 
",,"<img file_path=(image_punch_bsvi_132_1.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and do not have the capability to process any image. 
</img>
<img file_path=(image_punch_bsvi_132_2.jpx)>The image shows a gear shifter for a vehicle. The shifter has a lever that can be moved to different positions, indicated by the letters ""N,"" ""A,"" and ""M,"" which represent neutral, automatic, and manual modes respectively.  The ""N"" position signifies neutral gear, where the engine is not connected to the wheels and the vehicle is stationary. The ""A"" position represents automatic mode, where the vehicle's computer system automatically selects the appropriate gear for optimal performance. The ""M"" position represents manual mode, which allows the driver to manually select the gear. The image also shows a button with a ""+"" and ""-"" symbol, which likely indicates the ability to shift gears up or down in manual mode.  The surrounding text highlights the importance of placing the gear shifter in the neutral position when the vehicle is stationary and the engine is running, emphasizing safety and preventing unintended movement. It also warns against shifting the gear lever to ""N"" when the vehicle is in motion, as this can cause dangerous situations. 
</img>
<img file_path=(image_punch_bsvi_132_3.png)>The image depicts the ""N"" position on a gear shifter, indicating that the vehicle is in neutral gear. When in neutral, the engine is not connected to the wheels, allowing the vehicle to roll freely without the engine providing power. This position is typically used when the vehicle is stationary or when the driver needs to temporarily disengage the transmission, such as when coming to a stop or waiting for a traffic light. The image highlights the importance of keeping the gear shift lever in the N position when the engine is running and the vehicle is stationary to avoid potential damage or hazards. It emphasizes that shifting the lever to N while the vehicle is in motion can lead to unintended consequences and should be avoided. 
</img>
<img file_path=(image_punch_bsvi_132_4.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and do not have the ability to process any image. 
</img>
<img file_path=(image_punch_bsvi_132_5.jpx)>The image depicts a gear shifter with different driving modes. The gear shifter has a ""B"" position for braking, a ""N"" position for neutral, a ""D"" position for drive, an ""M"" position for manual, and an ""A"" position for automatic. The gear shifter also has a ""+"" and ""-"" button for shifting up and down gears in manual mode. The image also shows the location of the shifter on the vehicle, indicating that it is located in the center console. The accompanying text explains the different driving modes and provides warnings and notes regarding the use of the shifter. 
</img>
<img file_path=(image_punch_bsvi_132_6.png)>I am sorry, I cannot see or analyze any image. I am a text-based chat assistant and thus I cannot process any audio or visual content.  
</img>
"
133,"Auto Mode Auto mode will be engaged only when ve hicle is stationary and brake pedal pressed. An audio signal indicates when Manual Mode Shift gear lever to left for engaging manual mode. An audio signal indicates when Push the gearshift lever to the + direction and release it. Every time the lever is op erated, upshifting takes place 1 step in the order of 1st > 2nd > 3rd > 4th > 5th gear. Pull the gearshift lever to the direction and release it. Every time the lever is op erated, downshifting takes place in the order 5th > 4th > 3rd > 2nd > 1st gear. Automatic gear is engaged. will be in dicated in instrument cluster. Gear Upshift and Downshift will be done automatically while driving. manual mode is engaged. will be in dicated in instrument cluster. In manual mode, driver should select the desired gear by shifting lever to, + Upshift the gears. In manual mode, gears are not shifted au tomatically unless the engine RPM thresh old is reached. Creeping Feature Creeping function allows the car move ment without accelerator Pedal pressed when the brake pedal is released. - Downshift the gears. NOTE Down shifting of gear occurs automati cally while braking/engine rpm reduc tion. 
",,"<img file_path=(image_punch_bsvi_133_1.jpx)>The image shows a diagram of a car's gear stick and the corresponding buttons for manual mode and automatic mode. The diagram is labelled with the letter A. The gear stick is shown in the ""A"" position, indicating that automatic mode is engaged. The manual mode is shown in a separate diagram with ""+"" and ""-"" buttons for upshifting and downshifting gears.  The buttons labelled ""M"" and ""A"" are for selecting manual and automatic mode, respectively. This image helps explain how to engage manual or automatic mode in the vehicle.</img>
<img file_path=(image_punch_bsvi_133_2.png)>The image shows a stylized ""V"" shape. It is unclear what the significance of this image is, as there is no context provided in the text data. The text data describes the features of a car's transmission system, including automatic and manual modes, gear shifting, and a creeping function. However, there is no mention of the ""V"" shape or its connection to the car's transmission system.</img>
<img file_path=(image_punch_bsvi_133_3.jpx)>The image shows a diagram of a car's gear shift lever. The lever has a ""M"" button, which indicates manual mode, and ""+/-"" buttons for shifting gears up and down. The gear lever is depicted in the ""M"" mode position. The illustration signifies the process of shifting gears manually by highlighting the ""+/-"" buttons for upshifting and downshifting. It emphasizes the control the driver has over gear selection in manual mode, allowing for a more personalized driving experience.</img>
<img file_path=(image_punch_bsvi_133_4.png)>The image is a black and white representation of the letter 'W'.  It is a simple, clean image with no background.  The letter is centered in the image and is of a significant size.  There is no additional context to this image based on the provided text data.  The text data discusses the features of a vehicle's automatic transmission and how to manually shift gears.  It does not contain any information about letters or any other symbols. 
</img>
<img file_path=(image_punch_bsvi_133_5.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and do not have the capability to process any image. 
</img>
"
134,"This functionality is generally used in park ing maneuvers, with 1st or R gear en gaged, in this situations the driver enters and exits from creeping just by pressing the Acc. pedal. Kick Down Feature In Automatic mode, while driving at a con stant speed if the accelerator pedal is quickly pressed the AMT downshifts the gear (if required). It ensures optimum ac celeration to complete overtaking in mini mal time. Driving With the engine running and brake 1. pedal pressed, depending on your re quirement shift the lever on R, D or M. Check the position engaged on the In strument Cluster display. Release the parking brake. 2. Release the brake pedal and press the 3. accelerator pedal gently. Creep feature is enabled for Manual as well as Auto Mode for first and reverse gear. After vehicle cranking and brake pedal released vehicle starts moving without pressing accelerator Pedal. Whenever accelerator pedal is pressed creep function will be dis abled. Whenever driver door is opened and / or parking brake is engaged, creep function will be disabled. NOTE Creeping function will not operate when vehicle is in standstill condition on in clined surface. NOTE Use right foot only to operate brake or accelerator pedal. Do not operate accelerator and brake pedal simultaneously. Do not use your left leg to operate the pedals while driving AMT vehicle. NOTE If displayed on the Instrument Clus ter display, it means Fault condition. Contact a TATA MOTORS Authorized Service Centre immediately. If displayed on the Instrument Clus 
",,"<img file_path=(image_punch_bsvi_134_1.png)>I am sorry, I cannot see or analyze any image. I am a text-based chat assistant and thus I cannot process any audio or image.</img>
<img file_path=(image_punch_bsvi_134_2.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and thus I cannot process any image. 
</img>
"
135," Amt Instruction Sticker Follow the instructions provided on the sticker before driving the vehicle. Parking AMT does not have a parking position. The vehicle can be parked with the gearshift lever in any position. Apply the parking brake firmly. 1. and confirm the gear position by checking the gear position indicator on instrument cluster. Gear engagement (R or A) can be done with ignition ON/engine running condition only. Turn the key to ACC position to switch 3. off the engine. Before switching off the engine, run the engine in idle condition for at least 30 seconds and then switch off. This will allow the engine oil to lu bricate the turbocharger, till its speed is fully reduced and also allow the unit to cool down. Press the brake pedal and shift the 2. gearshift lever to the R position on a downhill slope, or to the Auto A mode or the M position in the manual M NOTE The AMT vehicle will shift itself into Neutral as a precautionary measure, if the vehicle is stationary and one or both of the front wheels spin on a low friction surface (e.g. Snow, mud, soft sand etc). AMT symbol will glow in the instrument cluster indicating an intervention from the Transmission Control Unit. Following steps need to be carried out sequentially in order to manoeuvre the vehicle in such a situation. Shift the gear shift lever to Neutral 1. g position and switch the ignition off. Press the brake pedal and crank the 2. engine again. Press the brake pedal and crank the 2. With the engine running, shift the 3. gear position in Auto mode. With the engine running, shift the 3. March the vehicle with low input 4. from the accelerator pedal as this will ensure that the wheels do not spin. March the vehicle with low input 4. WARNING A quick burst on the accelerator before turning off the engine serves absolutely no practical purpose, it wastes fuel and is damaging especially to turbocharged engine. WARNING Do not switch the engine off when it is running at high speed. This will lead to premature turbocharger bearing wear. 
",,"<img file_path=(image_punch_bsvi_135_1.jpx)>The image shows the interior of a car. A white arrow is pointing to the driver's side door panel. The door panel has a sticker on it that says ""AMT Instruction Sticker."" This sticker is indicating that the driver should follow the instructions on the sticker before driving the vehicle. The image is likely from a manual or instruction booklet for an AMT (Automated Manual Transmission) vehicle.</img>
<img file_path=(image_punch_bsvi_135_2.png)>I am sorry, I cannot see or analyze any image. I am a text-based chat assistant and thus I cannot process any audio or image. 
</img>
<img file_path=(image_punch_bsvi_135_3.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and do not have the capability to process any image. 
</img>
"
136,"STARTING THE ENGINE Make sure that parking brake is engaged and vehicle is in neutral gear. Press the clutch pedal fully and crank the engine. Do not press the accelerator pedal when starting the engine. Release the key as soon as the engine starts. Repeat if engine does not start. Driving (AMT) Climbing Sharp Gradients Apply the parking brake firmly so that the vehicle does not roll backwards. Shift the gearshift lever to the A position while depressing the brake pedal. Make sure that the gear position indicator in the instrument cluster displays 1st gear. Release the brake pedal and depress the accelerator pedal gradually, and when the vehicle starts to move, release the parking brake and depress the accelerator pedal to start off. On climbing sharp gradients, never hold the vehicle at a stop using only the accel erator pedal or the creeping function. If you perform this operation for a certain pe riod of time, this can also cause excessive damage to the clutch. Descending Sharp Gradients Depress the brake pedal and shift the gear shift lever to the A position. Make sure that the gear position indicator in the in strumental cluster displays 1st gear. Release the brake pedal and depress the accelerator pedal slowly. Even if the accel erator pedal is not depressed, the clutch will be engaged when the vehicle speed increases. This could cause the brakes to over heat, resulting in reduced braking effi ciency. Failure to take this precaution could result in loss of vehicle control. WARNING WARNING The engine emits poisonous exhaust gases such as carbon monoxide. Inhal ing these exhaust gases leads to poi soning. There is a risk of serious health problems. Therefore, never leave the engine running in enclosed spaces without sufficient ventilation. When descending on sharp gradients, NEVER turn the ignition key to the OFF position. Emission control system damage may result. NOTE After starting, run the engine in idle speed for at least 30 seconds. Do not press accelerator pedal while starting the engine to avoid damage to tur bocharger. WARNING Try not to hold the brake pedal down too long or too often while going down a steep or long hill. 
",,"<img file_path=(image_punch_bsvi_136_1.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and do not have the functionality to process any image. 
</img>
<img file_path=(image_punch_bsvi_136_2.png)>I am sorry, I cannot see or analyze any image. I am a text-based chat assistant and thus I cannot process any image. 
</img>
"
137,"BRAKING Your vehicle has vacuum assisted brakes. The distance needed to bring the vehicle to a halt increases with the speed of the vehicle. Start applying brake anticipating the distance and slow down gradually. Brake performance may become poor and unpredictable if brakes are wet. After you drive through water or if you wash the underside of the vehicle, test the brakes at slow speeds to see if the brakes work fine. If the brakes are less effective than normal, dry them by repeatedly ap plying the brakes at slow speeds until the brakes have regained their normal effec tiveness. Check traffic conditions before doing the above activity. Braking On Downhill Gradients When you drive on downhill slopes, re duce the load on the brakes by shifting to a lower gear. This is called as engine brak ing and aids to reduce overheating and wear of brakes. p p the accelerator pedal at the same time. WARNING If you have driven for a long time in heavy rain without braking, there may be a de layed reaction from the brakes when you brake for the first time. This may also occur after the vehicle has been washed. There is an increased danger of skidding and accidents. There is an increased danger of WARNING Do not use the brake pedal as a footrest. Do not use the brake pedal as a If you rest your foot on the brake pedal while driving, the braking sys tem can overheat and cause fading of brake pads. This in-creases the stopping distance and can even cause the braking system to fail. There is a risk of an accident. If you rest your foot on the brake Do not press the brake pedal and Do not shift to lower gears on a slip pery road surface to in-crease the engines braking effect. By doing so, the tyres could lose their grip. Do not shift to lower gears on a slip 
",,"<img file_path=(image_punch_bsvi_137_1.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and do not have the capability to process image data. 
</img>
"
138,"DRIVE MODE CURRENT GEAR INDICATION The Driver Information display (DIS) in the Instrument Cluster indicates the current gear position engaged. or . Drive Mode Performance Increased engine Optimum engine Drive mode selection These modes can be used to adjust en gine characteristics and vehicle perform ance in line with desired requirement. Drive mode selection switch is provided on center console for activation. According Engine type the car is equipped with City (Default) and Eco. City is being default mode in each ignition cycle. CITY g Torque and Power q output for BAL p ANCED perform p ance ECO p g Torque and Power q output for FUEL p EFFICIENT per p formance 
","<tab>The table details how the Drive Mode affects vehicle performance. There are two primary drive modes - CITY and ECO. The CITY drive mode optimizes the car for balanced performance, increasing engine torque and power output. It is the default mode and engages at every ignition cycle. On the other hand, the ECO mode prioritizes fuel efficiency, offering optimum engine torque and power for a more economical driving experience. These modes can be selected using a switch on the center console. The Instrument Cluster's Driver Information display (DIS) indicates the engaged gear position. The drive mode selection adapts the engine characteristics and overall vehicle performance to the driver's needs.</tab>
","<img file_path=(image_punch_bsvi_138_1.jpx)>The image shows a car's center console with a white arrow pointing to a button labelled ""Drive Mode"". This button is used to select between two driving modes: CITY and ECO. The CITY mode provides balanced performance by maximizing engine torque and power output. It is the default mode and is activated every time the car is started. The ECO mode focuses on fuel efficiency, optimizing engine torque and power for a more economical driving experience. The chosen drive mode is indicated on the Driver Information display (DIS) in the instrument cluster, which also displays the currently engaged gear position. This drive mode selection system allows drivers to adjust engine characteristics and overall vehicle performance based on their needs.</img>
<img file_path=(image_punch_bsvi_138_2.png)>The image shows a portion of a car's instrument cluster. The image only shows a small portion of the display.  The text ""CITY"" is visible, which likely indicates that the vehicle is currently in the ""CITY"" drive mode. This mode is designed for balanced performance, offering increased engine torque and power output. It's the default mode and automatically engages at every ignition cycle. The ""CITY"" mode is one of two primary drive modes, the other being ""ECO"". The ""ECO"" mode prioritizes fuel efficiency by offering optimum engine torque and power for a more economical driving experience. These drive modes are selectable using a switch on the center console. The driver information display (DIS) on the instrument cluster indicates the current gear position.</img>
<img file_path=(image_punch_bsvi_138_3.png)>The image depicts the ECO drive mode indicator on the instrument cluster of a car. The ECO mode, designed for fuel efficiency, prioritizes optimal engine torque and power output, resulting in a more economical driving experience. This drive mode can be selected using a switch on the center console. The instrument cluster's Driver Information display (DIS) also indicates the current gear position, providing the driver with a comprehensive view of the vehicle's performance and operational status. 
</img>
<img file_path=(image_punch_bsvi_138_4.png)>The image depicts a blurry, white number 3 on a black background. The number is likely from a car's Driver Information Display (DIS), indicating the current gear position engaged. The provided text explains that the DIS displays the current gear and that the car has two drive modes: CITY and ECO. CITY is the default mode and prioritizes balanced performance, while ECO mode focuses on fuel efficiency. The driver can select between these modes using a switch located on the center console. The drive mode selection adjusts the engine characteristics and vehicle performance to suit the driver's needs. 
</img>
<img file_path=(image_punch_bsvi_138_5.png)>The image shows the number ""5"", which is likely a gear position indication displayed on a car's instrument cluster. This indicates that the vehicle is currently in 5th gear. The text provided explains that the Driver Information Display (DIS) in the instrument cluster displays the current gear position engaged. The image likely represents a component of the user interface of the car.</img>
"
139,"GEAR RECOMMENDATION Up or down arrow will be displayed in DIS, recommending whenever gear should be shifted to up or down or . 
",,"<img file_path=(image_punch_bsvi_139_1.png)>The image shows a white downward pointing triangle, which is a graphical representation of a gear shift recommendation.  The text from the document states that an up or down arrow will be displayed in the DIS to recommend when to shift gears.  Therefore, the white downward pointing triangle in the image is a visual representation of the gear shift recommendation and suggests that the driver should shift down a gear. 
</img>
<img file_path=(image_punch_bsvi_139_2.png)>The image is a white triangle. It is likely an arrow pointing up. The text data suggests this is a gear recommendation icon, indicating when a driver should shift up a gear.  The ""up arrow"" would be displayed on the driver information system (DIS) to recommend shifting up a gear. 
</img>
<img file_path=(image_punch_bsvi_139_3.png)>The image shows a down arrow pointing to the number 3. This indicates that the system is recommending shifting down to the 3rd gear. This is part of a gear recommendation system that uses up or down arrows to suggest when to shift gears. The system likely uses various factors such as speed, engine load, and other data to determine the optimal gear for the situation. 
</img>
"
