page_no,page_data,tab_data,image_data
233,"When operating When you apply your brakes under conditions which may activate the ESC, you may hear sounds from the brakes, or feel a corresponding sensation in the brake pedal. This is normal and it means your VSM is active. Hill-Start Assist Control (HAC) (if equipped) Hill-Start Assist Control helps prevent the vehicle from rolling backwards when starting a vehicle from a stop on a hill. The system operates the brakes automatically for approximately 2 seconds (maximum of 5 seconds when the accelerator pedal is slightly depressed during HAC operation) and releases the brake after 2 seconds or when the accelerator pedal is depressed. WARNING Always be ready to depress the accelerator pedal when starting off an incline. Hill-Start Assist Control activates only for approximately 2 seconds (maximum of 5 seconds when the accelerator pedal is slightly depressed during HAC operation). i Information The VSM does not operate when: Driving on a banked road such as gradient or incline Driving in reverse. The ESC OFF indicator light is on. The MDPS (Motor Driven Power Steering) ( ) is on or blinks. WARNING If the ESC indicator light ( ) or the MDPS warning light ( ) stays on or blinks, your vehicle may have a malfunction with the VSM system. When the warning light illuminates we recommend that the vehicle be checked by an authorized HYUNDAI dealer as soon as possible. NOTICE Driving with wheels and tires with different sizes may cause the ESC system to malfunction. Before replacing tires, make sure all four tires and wheels are the same size. Never drive the vehicle with different sized tires and wheels installed. i Information  Hill-Start Assist Control does not operate when the gear is shifted to P (Park) or N (Neutral).  Hill-Start Assist Control activates even when the ESC (Electronic Stability Control) is off. However, it does not activate, when ESC does not operate normally. 
",,
234,"Emergency Stop Signal (ESS) The Emergency Stop Signal system alerts the driver behind by blinking the stop light when the vehicle is braked rapidly and severely. The system is activated when: The vehicle suddenly stops (vehicle speed is over 55 km/h and the vehicle deceleration at greater than 7 m/s2) The ABS is activating When the vehicle speed is under 40 km/h and the ABS deactivates or the sudden stop situation is over, the stop light blinking will stop. Instead, the hazard warning flasher will turn on automatically. The hazard warning flasher will turn off when the vehicle speed is over 10 km/h (6.2 mph) after the vehicle has stopped. Also, it will turn off when the vehicle is driven at low speed for some time. You can turn it off manually by pushing the hazard warning flasher switch. CAUTION The Emergency Stop Signal (ESS) system will not work if the hazard warning flasher is already on. Brake Assist System (BAS) (if equipped) The Brake Assistant System provides additional pressure when the brake pedal is momentarily and strongly depressed in a situation sudden braking is required whilst driving. The Brake Assistant System reduces the time for ABS (Anti-Lock Brake System) control to enter and consequently reduces the braking distance, by providing additional pressure up to the point of ABS intervention. BAS operation  When the vehicle speed is more than 30 km/h (20 mph) and the ABS control is not entered.  When the brake pedal is depressed strongly over a certain level.  When the friction of the road surface is above a certain level. BAS operation off  The vehicle speed is below 10 km/h (6 mph).  The brake pedal is depressed over a certain conditions.  The friction of the road surface is below a certain level. WARNING The system may not operate depending on drivers driving habit, the degree to which the brake pedal is depressed and the road surface condition. 
",,
235,"Good braking practices WARNING Whenever leaving the vehicle or parking, always come to a complete stop and continue to depress the brake pedal. Move the shift lever into the 1st gear (for manual transmission vehicle) or N (Neutral) position (for Automated Manual Transmission vehicle), then apply the parking brake, and place the ignition switch in the LOCK/OFF position. Vehicles with the parking brake not fully engaged are at risk for moving inadvertently and causing injury to yourself or others. Wet brakes can be dangerous! The brakes may get wet if the vehicle is driven through standing water or if it is washed. Your vehicle will not stop as quickly if the brakes are wet. Wet brakes may cause the vehicle to pull to one side. To dry the brakes, apply the brakes lightly until the braking action returns to normal, taking care to keep the vehicle under control at all times. If the braking action does not return to normal, stop as soon as it is safe to do so and we recommend that you call an authorized HYUNDAI dealer for assistance. DO NOT drive with your foot resting on the brake pedal. Even light, but constant pedal pressure can result in the brakes overheating, brake wear, and possibly even brake failure. If a tire goes flat while you are driving, apply the brakes gently and keep the vehicle pointed straight ahead while you slow down. When you are moving slowly enough for it to be safe to do so, pull off the road and stop in a safe location. Keep your foot firmly on the brake pedal when the vehicle is stopped to prevent the vehicle from rolling forward. 
",,
236,"63(&,$/'5,9,1*&21',7,216 Hazardous driving conditions When hazardous driving conditions are encountered such as water, snow, ice, mud or sand: Drive cautiously and allow extra distance for braking. Avoid sudden movements in braking or steering. If stuck in snow, mud, or sand, use second gear. Accelerate slowly to avoid spinning the drive wheels. WARNING Downshifting with an Automated manual transmission while driving on slippery surfaces can cause an accident. The sudden change in tire speed could cause the tires to skid. Be careful when downshifting on slippery surfaces. Use sand, rock salt, or other non-slip material under the drive wheels to provide traction when stalled in ice, snow, or mud. Rocking the vehicle If it is necessary to rock the vehicle to free it from snow, sand, or mud, first turn the steering wheel to the right and left to clear the area around your front wheels. Then, shift back and forth between the 1st and R (Reverse, for manual transmission vehicle) or R (Reverse) and a forward gear (for Automated manual transmission vehicle). Try to avoid spinning the wheels, and do not race the engine. To prevent transmission wear, wait until the wheels stop spinning before shifting gears. Release the accelerator pedal while shifting, and press lightly on the accelerator pedal while the transmission is in gear. Slowly spinning the wheels in forward and reverse directions causes a rocking motion that may free the vehicle. NOTICE If the tires spin at high speed, the tires can explode and you or others may be injured. Do not attempt this procedure if people or objects are anywhere near the vehicle. The vehicle can overheat causing an engine compartment fire or other damage. Spin the wheels as little as possible and avoid spinning the wheels at speeds over 56 km/h (35 mph) as indicated on the speedometer. NOTICE If you are still stuck after rocking the vehicle a few times, have the vehicle pulled out by a tow vehicle to avoid engine overheating, possible damage to the transmission, and tire damage. See Towing in chapter 8. 
",,
237,"Smooth cornering Avoid braking or gear changing in corners, especially when roads are wet. Ideally, corners should always be taken under gentle acceleration. Driving at night Night driving presents more hazards than driving in the daylight. Here are some important tips to remember: Slow down and keep more distance between you and other vehicles, as it may be more difficult to see at night, especially in areas where there may not be any street lights. Adjust your mirrors to reduce the glare from other drivers headlights. Keep your headlights clean and properly aimed. Dirty or improperly aimed headlights will make it much more difficult to see at night. Avoid staring directly at the headlights of oncoming vehicles. You could be temporarily blinded, and it will take several seconds for your eyes to readjust to the darkness. Driving in the rain Rain and wet roads can make driving dangerous. Here are a few things to consider when driving in the rain or on slick pavement:  Slow down and allow extra following distance. A heavy rainfall makes it harder to see and increases the distance needed to stop your vehicle.  Replace your windshield wiper blades when they show signs of streaking or missing areas on the windshield.  Be sure your tires have enough tread. If your tires do not have enough tread, making a quick stop on wet pavement can cause a skid and possibly lead to an accident. See Tire replacement in chapter 9.  Turn on your headlights to make it easier for others to see you.  Driving too fast through large puddles can affect your brakes. If you must go through puddles, try to drive through them slowly.  If you believe your brakes may be wet, apply them lightly while driving until normal braking operation returns. Hydroplaning If the road is wet enough and you are going fast enough, your vehicle may have little or no contact with the road surface and actually ride on the water. The best advice is SLOW DOWN when the road is wet. The risk of hydroplaning increases as the depth of tire tread decreases, refer to Tire replacement in chapter 9. 
",,
238,"Driving in flooded areas Avoid driving through flooded areas unless you are sure the water is no higher than the bottom of the wheel hub. Drive through any water slowly. Allow adequate stopping distance because brake performance may be reduced. After driving through water, dry the brakes by gently applying them several times while the vehicle is moving slowly. 
",,
239,"WINTER DRIVING Snow or icy conditions You need to keep sufficient distance between your vehicle and the vehicle in front of you. Apply the brakes gently. Speeding, rapid acceleration, sudden brake applications, and sharp turns are potentially very hazardous practices. During deceleration, use engine braking to the fullest extent. Sudden brake applications on snowy or icy roads may cause skids to occur. To drive your vehicle in deep snow, it may be necessary to use snow tires or to install tire chains on your tires. Always carry emergency equipment. Some of the items you may want to carry include tire chains, tow straps or chains, a flashlight, emergency flares, sand, a shovel, jumper cables, a window scraper, gloves, ground cloth, coveralls, a blanket, etc. Snow tires WARNING Snow tires should be equivalent in size and type to the vehicles standard tires. Otherwise, the safety and handling of your vehicle may be adversely affected. If you mount snow tires on your vehicle, make sure to use radial tires of the same size and load range as the original tires. Mount snow tires on all four wheels to balance your vehicles handling in all weather conditions. The traction provided by snow tires on dry roads may not be as high as your vehicles original equipment tires. Check with the tire dealer for maximum speed recommendations. We recommend you use snow tires when road temperature is below 7 C (45 F). i Information Do not install studded tires without first checking local and municipal regulations for possible restrictions against their use. i Information Tire chains Since the sidewalls of radial tires are thinner than other types of tires, they may be damaged by mounting some types of tire chains on them. Therefore, the use of snow tires is recommended instead of tire chains. Do not mount tire chains on vehicles equipped with aluminum wheels; if possible use a wire type chain. If tire chains must be used, Use wire-type chains with a thickness of less than 15 mm (0.59 in) and install the tire chain after reviewing the instructions provided with the tire chains. Damage to your vehicle caused by improper tire chain use is not covered by your vehicle manufacturers warranty. OAI3V063020 OAI3V063020 
",,"<img file_path=(image_hyundai_exter_239_1.png)>The image depicts a close-up view of a car's front tire with tire chains installed. The tire chains are made of a thick, durable metal and are wrapped around the tire in a diamond pattern. The chains are designed to provide extra traction on snow and ice, making it safer to drive in winter conditions. The tire chains are installed on a car with aluminum wheels and are a wire-type chain, as specified in the accompanying text. It is important to follow the instructions provided with the tire chains to avoid damaging your vehicle. The text also advises against using tire chains on vehicles with radial tires, as the thinner sidewalls can be damaged. It is recommended to use snow tires instead of tire chains, especially on vehicles with radial tires.  The image emphasizes the importance of having the appropriate equipment for safe winter driving. 
</img>
"
240,"Chain Installation When installing tire chains, follow the manufacturers instructions and mount them as tightly possible. Drive slowly (less than 30 km/h (20 mph)) with chains installed. If you hear the chains contacting the body or chassis, stop and tighten them. If they still make contact, slow down until the noise stops. Remove the tire chains as soon as you begin driving on cleared roads. When mounting snow chains, park the vehicle on level ground away from traffic. Turn on the vehicle Hazard Warning Flasher and place a triangular emergency warning device behind the vehicle (if available). Always place the vehicle in N (Neutral), apply the parking brake and turn off the engine before installing snow chains. NOTICE When using tire chains: Wrong size chains or improperly installed chains can damage your vehicles brake lines, suspension, body and wheels. Use SAE S class or wire chains. If you hear noise caused by chains contacting the body, retighten the chain to prevent contact with the vehicle body. To prevent body damage, retighten the chains after driving 0.5-1.0 km (0.3-0.6 miles). Do not use tire chains on vehicles equipped with aluminum wheels. If unavoidable, use a wire type chain. Use wire chains less than 15 mm (0.59 in) wide to prevent damage to the chains connection. WARNING The use of tire chains may adversely affect vehicle handling: Drive less than 30 km/h (20 mph) or the chain manufacturers recommended speed limit, whichever is lower. Drive carefully and avoid bumps, holes, sharp turns, and other road hazards, which may cause the vehicle to bounce. Avoid sharp turns or locked wheel braking. i Information  Install tire chains on the front tires. It should be noted that installing tire chains on the tires will provide a greater driving force, but will not prevent side skids.  Do not install tire chains without first checking local and municipal regulations for possible restrictions against their use. 
",,
241,"Winter precautions Use high quality ethylene glycol coolant Your vehicle is delivered with high quality ethylene glycol coolant in the cooling system. It is the only type of coolant that should be used because it helps prevent corrosion in the cooling system, lubricates the water pump and prevents freezing. Be sure to replace or replenish your coolant in accordance with the maintenance schedule in chapter 9. Before winter, have your coolant tested to assure that its freezing point is sufficient for the temperatures anticipated during the winter. Check battery and cables Winter puts additional burdens on the battery system. Visually inspect the battery and cables as described in chapter 8. The level of charge in your battery can be checked by an authorized HYUNDAI dealer or a service station. Change to winter weight oil if necessary In some climates, it is recommended that a lower viscosity winter weight oil be used during cold weather. See chapter 2 for recommendations. If you arent sure what weight oil you should use, we recommend that you consult with an authorized HYUNDAI dealer. Check spark plugs and ignition system Inspect your spark plugs as described in chapter 9 and replace them if necessary. Also check all ignition wiring and components to be sure they are not cracked, worn or damaged in any way. To keep locks from freezing To keep the locks from freezing, squirt an approved de-icer fluid or glycerine into the key opening. If a lock is covered with ice, squirt it with an approved de-icing fluid to remove the ice. If the lock is frozen internally, you may be able to thaw it out by using a heated key. Handle the heated key with care to avoid injury. Use approved window washer anti- freeze in system To keep the water in the window washer system from freezing, add an approved window washer anti-freeze solution in accordance with instructions on the container. Window washer anti-freeze is available from an authorized HYUNDAI dealer and most auto parts outlets. Do not use engine coolant or other types of anti-freeze as these may damage the paint finish. 
",,
242,"Dont let your parking brake freeze Under some conditions, your parking brake can freeze in the engaged position. This is most likely to happen when there is an accumulation of snow or ice around or near the rear brakes or if the brakes are wet. If there is a risk the parking brake may freeze, apply it only temporarily while you put the shift lever in N (for Automated Manual Transmission) or in the first or reverse gear (for Manual Transmission) and block the rear wheels so the vehicle cannot roll. Then release the parking brake. Dont let ice and snow accumulate underneath Under some conditions, snow and ice can build up under the fenders and interfere with the steering. When driving in severe winter conditions where this may happen, you should periodically check underneath the car to be sure the movement of the front wheels and the steering components is not obstructed. Dont place foreign objects or materials in the engine compartment Placement of foreign objects or materials which prevent cooling of the engine, in the engine compartment, may cause a failure or combustion. The manufacturer is not responsible for the damage caused by such placement. Drive your vehicle when water vapor condenses and accumulates inside the exhaust pipes When the vehicle is stopped for a long time in winter while the engine is running, water vapor may condense and accumulate inside the exhaust pipes. Water in the exhaust pipes may cause noise, etc., but it is drained driving at medium to high speed. Carry emergency equipment Depending on the severity of the weather, you should carry appropriate emergency equipment. Some of the items you may want to carry include tire chains, tow straps or chains, flashlight, emergency flares, sand, shovel, jumper cables, window scraper, gloves, ground cloth, coveralls, blanket, etc. 
",,
243,"VEHICLE WEIGHT Two labels on your drivers door sill show how much weight your vehicle was designed to carry: the Tire and Loading Information Label and the Certification Label. Before loading your vehicle, familiarize yourself with the following terms for determining your vehicles weight ratings, from the vehicles specifications and the Certification Label: Base Curb Weight This is the weight of the vehicle including a full tank of fuel and all standard equipment. It does not include passengers, cargo, or optional equipment. Vehicle Curb Weight This is the weight of your new vehicle when you picked it up from your dealer plus any aftermarket equipment. Cargo Weight This figure includes all weight added to the Base Curb Weight, including cargo and optional equipment. GVW (Gross Vehicle Weight) This is the Base Curb Weight plus actual Cargo Weight plus passengers. GVWR (Gross Vehicle Weight Rating) This is the maximum allowable weight of the fully loaded vehicle (including all options, equipment, passengers and cargo). The GVWR is shown on the Certification Label located on the drivers door sill. Overloading WARNING The Gross Axle Weight Rating (GAWR) and the Gross Vehicle Weight Rating (GVWR) for your vehicle are on the Certification Label attached to the drivers (or front passengers) door. Exceeding these ratings can cause an accident or vehicle damage. You can calculate the weight of your load by weighing the items (and people) before putting them in the vehicle. Be careful not to overload your vehicle. GAW (Gross Axle Weight) This is the total weight placed on each axle (front and rear) - including vehicle curb weight and all payload. GAWR (Gross Axle Weight Rating) This is the maximum allowable weight that can be carried by a single axle (front or rear). These numbers are shown on the Certification Label. The total load on each axle must never exceed its GAWR. 
",,
244,"7. Driver Assistance System Cruise Control (CC) ..........................................................................................7-2 Cruise Control operation ...........................................................................................7-2 Rear View Monitor (RVM) ............................................................................... 7-6 Rear View Monitor settings .......................................................................................7-6 Rear View Monitor operation .................................................................................... 7-7 Rear View Monitor malfunction and limitations ..................................................... 7-8 Reverse Parking Distance Warning (PDW) .................................................... 7-9 Reverse Parking Distance Warning settings .............................................................7-9 Reverse Parking Distance Warning operation ........................................................ 7-10 Reverse Parking Distance Warning malfunction and precautions ...................... 7-10 
",,
245,"&58,6(&21752/&&,)(48,33(' Cruise Control operation To set speed OTM070111 OTM070111 (1) Cruise indicator (2) Set speed Cruise Control will allow you to drive at speeds above 30 km/h (20 mph) without depressing the accelerator pedal. NOTICE During cruise-speed driving of a manual transmission vehicle, do not shift into neutral without depressing the clutch pedal, as the engine will be overrevved. If this happens, depress the clutch pedal or press the Driving Assist button. OAI3063018L OAI3063018L 1. Press the Driving Assist button on the steering wheel to turn the function on. The CRUISE indicator on the cluster will illuminate. 2. Accelerate to the desired speed, which must be more than 30 km/h (20 mph). Information  During normal Cruise Control operation. when the SET- switch is activated or reactivated after applying the brakes, Cruise Control will activate after approximately 3 seconds. This delay is normal.  Before activating Cruise Control, the function will check to verify that the brake switch is operating normally. Depress the brake pedal at least once after turning ON the ignition or starting the vehicle. 
",,"<img file_path=(image_hyundai_exter_245_1.png)>The image shows the dashboard display for a vehicle's cruise control system. The display has a black background with white text that reads ""CRUISE 100 km/h."" A number ""1"" is circled above the word ""CRUISE"" and a number ""2"" is circled above ""100 km/h."" This indicates that the cruise control is currently activated and the vehicle is traveling at 100 kilometers per hour. The image is likely from a manual that explains the functions of cruise control.  The text mentions that the cruise control indicator on the cluster will illuminate when the function is turned on. The image shows this indicator, illustrating how the cruise control system is displayed to the driver. 
</img>
<img file_path=(image_hyundai_exter_245_2.jpeg)>The image shows a Hyundai steering wheel with a button on the left side of the wheel. The button has a ""Driving Assist"" label. A blue arrow is pointing to the button. A separate box on the right side of the image shows the control panel on the dashboard of the car, with a button labeled ""Cruise"". The image illustrates how to activate the Cruise Control feature on a Hyundai car. To turn on the Cruise Control feature, the user needs to press the ""Driving Assist"" button on the steering wheel. This will illuminate the ""CRUISE"" indicator on the dashboard. 
</img>
"
246," Information On a steep slope, the vehicle may slightly slow down or speed up, while driving uphill or downhill. To decrease set speed OAI3063011L OAI3063011L Push the SET- switch down and release it immediately. The set speed will decrease 1 km/h (1mph) each time the toggle switch is operated in this manner. Push the SET- switch down and hold it. Your vehicle set speed will decrease by 10 km/h (5 mph). Release the toggle switch at the speed you want to maintain. Lightly tap the brake pedal. When the vehicle attains the desired speed, push the SET- switch down. To temporarily accelerate Depress the accelerator pedal. When you take your foot off the accelerator, the vehicle will return to the previously set speed. If you push SET- switch down at the increased speed, Cruise Control will maintain the increased speed. OAI3063011L OAI3063011L 3. Push the SET- switch down, and release it. The Set indicator on the cluster display will illuminate. 4. Release the accelerator pedal. Information The vehicle may slow down or speed up slightly while going uphill or downhill. To increase set speed OAI3063012L OAI3063012L  Push the RES+ switch up and release it immediately. The set speed will increase 1 km/h (1 mph) each time the toggle switch is operated in this manner.  Push the RES+ switch up and hold it, while monitoring the set speed on the instrument cluster. Your vehicle set speed will increase by 10 km/h (5 mph).  Depress the accelerator pedal. When the vehicle attains the desired speed, push the SET- switch down. 
",,"<img file_path=(image_hyundai_exter_246_1.jpeg)>The image shows the steering wheel of a Hyundai car with a close-up on the cruise control buttons. The cruise control buttons are located on the right side of the steering wheel and are marked with ""RES+"" and ""SET-"". The text accompanying the image provides instructions on how to use the cruise control system, including how to set the desired speed, increase or decrease the speed, and temporarily accelerate. The instructions explain how to operate the cruise control system using the ""RES+"" and ""SET-"" buttons, along with the accelerator and brake pedals.  The image also shows the cruise control indicator on the dashboard, which illuminates when the cruise control is activated. 
</img>
<img file_path=(image_hyundai_exter_246_2.jpeg)>The image shows a steering wheel with a control panel for adjusting cruise control. The control panel has two buttons: RES+ and SET-. The RES+ button increases the set speed, while the SET- button decreases the set speed. The image also shows a diagram of the control panel's operation. The arrow indicates that the RES+ button is to be pushed upward to increase the set speed. The diagram also shows a blue line that indicates the direction of the set speed adjustment.</img>
"
247,"To temporarily pause Cruise Control OAI3063019L OAI3063019L Cruise Control will be paused when: Depressing the brake pedal. Depressing the clutch pedal. (for manual transmission vehicle) Pressing the CANCEL button located on the steering wheel. The indicator will turn off. Moving the shift lever into N(Neutral). (for dual clutch transmission (DCT)/ intelligent variable transmission(IVT) vehicle) Decreasing the vehicle speed to less than approximately 30 km/h (20 mph). The ESC (Electronic Stability Control) is operation. Information To resume Cruise Control OAI3063012L OAI3063012L Push the RES+ switch up. If the vehicle speed is over 30 km/h (20 mph), the vehicle will resume the preset speed. Each of the above actions will cancel Cruise Control operation (the SET indicator light in the instrument cluster will go off), but only pressing the Driving Assist button will turn the function off. If you wish to resume Cruise Control operation, push the RES+ switch up located on your steering wheel. You will return to your previously set speed, unless the function was turned off using the Driving Assist button. 
",,"<img file_path=(image_hyundai_exter_247_1.jpeg)>The image shows a steering wheel with a RES+ switch on it. The switch is located on the right side of the steering wheel. To resume Cruise Control, press the RES+ switch up. If the vehicle speed is over 30 km/h (20 mph), the vehicle will resume the preset speed. The image also shows an arrow pointing towards the RES+ switch, indicating that it is the button used to resume Cruise Control.</img>
<img file_path=(image_hyundai_exter_247_2.jpeg)>The image shows a Hyundai steering wheel with a button on the right side. This button is used to resume cruise control after it has been paused. The arrow on the image points towards the button on the steering wheel.  The text to the right of the image details that the button is labeled ""RES+"" and that you must push this button up to resume cruise control. The text also explains that you can only resume cruise control if the vehicle speed is over 30 km/h (20 mph). The cruise control function can be turned off using the ""Driving Assist"" button, which is not shown in the image. 
</img>
"
248,"To turn off the Cruise Control OAI3063018L OAI3063018L Pressing the Driving Assist button. The cruise indicator will go off. WARNING Take the following precautions when using Cruise Control:  Always set the vehicle speed to the speed limit in your country.  Keep Cruise Control off when the function is not in use, to avoid inadvertently setting a speed. Check that the Cruise ( ) indicator is off.  Cruise Control does not substitute for proper and safe driving. It is the responsibility of the driver to always drive safely and should always be aware of unexpected and sudden situations from occurring.  Always drive cautiously to prevent unexpected and sudden situations from occurring. Pay attention to the road conditions at all times.  Do not use Cruise Control when it may be unsafe to keep the vehicle at a constant speed: - When driving in heavy traffic, or when traffic conditions make it difficult to drive at a constant speed - When driving on rainy, icy, or snow- covered roads - When driving on hilly or windy roads - When driving in windy areas - When driving with limited view (possibly due to bad weather, such as fog, snow, rain and sandstorm)  Do not use Cruise Control when towing a trailer. 
",,"<img file_path=(image_hyundai_exter_248_1.jpeg)>The image depicts a Hyundai steering wheel with an arrow pointing to the ""Driving Assist"" button located on the right side of the steering wheel. This button is used to turn off the Cruise Control system. The arrow indicates that pressing this button will deactivate Cruise Control and turn off the ""Cruise ( )"" indicator. The image also highlights the importance of turning off Cruise Control when not in use to avoid accidentally setting a speed.  The accompanying text provides a comprehensive list of safety precautions and warnings regarding the use of Cruise Control, emphasizing the driver's responsibility for safe driving and the limitations of the system. It advises against using Cruise Control in various situations like heavy traffic, adverse weather conditions, hilly or windy roads, and while towing a trailer. The text further underlines the need for constant attention to road conditions and the importance of manual control for unforeseen situations. 
</img>
"
249,"5($59,(:021,725590,)(48,33(' Rear View Monitor displays the area behind your vehicle to help with safe parking or driving. Detecting sensor OAI3V073025 OAI3V073025 [1] : Wide-rear view camera Refer to the illustration above for the detailed location of the detecting sensor. Rear View Monitor settings Warning Methods OAI3V073026 OAI3V073026 The Warning Methods can be set when the vehicle is in ON position.  Parking safety priority: Select Settings > Vehicle > Driver assistance > Warning methods > Parking safety priority on the infotainment system, the audio volume is reduced while Rear View Monitor is operating. Information  If you change the Warning Methods, Warning Methods of other Driver Assistance systems may change.  Warning Method will maintain its last setting even if the vehicle is restarted.  The setting menu may not be available for your vehicle depending on the vehicle features and specifications. 
",,"<img file_path=(image_hyundai_exter_249_1.jpeg)>The image shows the location of the rear view camera sensor on a vehicle. The sensor is located on the rear bumper of the vehicle, near the license plate. The camera displays the area behind the vehicle on the Rear View Monitor, which helps with safe parking and driving. The image also includes a close-up view of the sensor, which is labeled with the number ""1."" The text data explains that the Rear View Monitor settings can be adjusted on the infotainment system, and that the Warning Methods may change if other Driver Assistance systems are adjusted. The image and text data provide information about the rear view camera system on a vehicle. 
</img>
<img file_path=(image_hyundai_exter_249_2.png)>The image shows a screen from a vehicle's infotainment system. It displays the ""Warning Methods"" settings for the vehicle's Driver Assistance systems. The screen allows the user to adjust the volume of warning alerts and select a ""Parking safety priority"" option. When this option is selected, the audio volume is reduced while the Rear View Monitor is operating, prioritizing parking safety. The image also includes a visual representation of a warning alert and an audio speaker, indicating the types of warnings included in the system. The screen also includes buttons for navigation, home, menu, volume adjustment, and a search function.  The text data extracted from the pdf provides additional information about the Rear View Monitor, its purpose, and how to access the settings. It also highlights the importance of understanding the impact of changing Warning Methods on other Driver Assistance systems. 
</img>
"
250,"Camera settings OAI3V073027 OAI3V073027 You can change Rear View Monitor Display contents by touching the setup icon ( ) on the screen while Rear View Monitor is operating, or selecting Settings > Vehicle > Driver assistance > Parking safety > Camera settings from the Settings menu while the engine is on. Extended Rear View Monitor With the engine on, select Camera settings > Content selection > Extend rear camera use from the Settings menu to turn on Extended Rear View Monitor function and deselect to turn off the function. Rear View Parking Lines If Rear view reference lines is selected, the rear view parking guide lines and rear top view guide lines will be displayed at the left side of the infotaintment system screen. Information The horizontal guideline of the Rear View Parking Guidance shows the distance of 0.5 m (1.6 ft.), 1 m (3.3 ft.) and 2.3 m (7.6 ft.) from the vehicle. The horizontal guideline of the Rear Top View Parking Guidance shows the tailgate opening distance, 1.5 m (4.9 ft.) from the vehicle. Rear View Monitor operation Rear view Operating conditions Shift the gear to R (Reverse), the rear view will appear on the screen. Touch the , the rear view will appear on the screen. Off conditions The rear view cannot be turned off when the gear is in R (Reverse). Engage the parking brake while in neutral or shift to another gear, the rear view will turn off. Information When the gear is in R (Reverse), the rear view does not turn off. OAI3V073028 OAI3V073028 
",,"<img file_path=(image_hyundai_exter_250_1.png)>The image shows a menu from a car's infotainment system. The menu is titled ""Camera settings"" and contains two options: ""Display contents"" and ""Display settings."" Under ""Display settings"" are two checkboxes: ""Extend rear camera use"" and ""Rear view parking lines."" ""Extend rear camera use"" is checked, meaning the rear camera view is active even after the car is no longer in reverse gear. It will close when the car exceeds a certain speed. ""Rear view parking lines"" is also checked, meaning the rear view parking lines are visible on the screen.  The text below each checkbox provides additional details about the function.</img>
<img file_path=(image_hyundai_exter_250_2.png)>The image shows a gear icon that is used to access the camera settings on the rear view monitor. This icon can be found on the screen while the rear view monitor is operating. When tapped, it allows the user to change the display contents of the monitor or access the camera settings from the Settings menu. The camera settings can be used to adjust features like extended rear view monitor, rear view parking lines, and content selection.</img>
<img file_path=(image_hyundai_exter_250_3.jpeg)>The image shows a car's gear shifter with the gear lever in the reverse (R) position.  The image is part of an instruction manual, illustrating how to use the Rear View Monitor.  A blue arrow is pointing towards the gear shifter to draw attention to the shifter position.  A small inset in the image shows the view seen on the car's infotainment system when the gear is in reverse,  showing the rear view with parking guidance lines. The guidance lines indicate different distances from the car, displayed on the infotainment screen as blue lines.  The top line is 1.5 meters from the vehicle and indicates the tailgate opening. The other lines indicate distances of 2.3 meters, 1 meter, and 0.5 meters from the vehicle.  The text accompanying this image explains that the rear view camera turns on when the gear is in reverse, and it stays on even when the parking brake is engaged or the gear is shifted to neutral. The camera can be turned off by engaging the parking brake and shifting to another gear.  The user can also adjust the settings of the rear view monitor through the car's settings menu. 
</img>
<img file_path=(image_hyundai_exter_250_4.png)>The image shows a grayscale icon of a small circular object with a thin horizontal line at its center, and a larger circle underneath. The circular object and the horizontal line are contained inside another larger circle. The icon resembles a stylized ""i"" in a circle. This icon, according to the provided text, represents the setup icon that appears on the screen while the Rear View Monitor is operating. Touching this icon allows users to change the Rear View Monitor Display contents. 
</img>
"
251,"Rear View Monitor malfunction and limitations Rear View Monitor malfunction When Rear View Monitor is not working properly, or the screen flickers, or the camera image does not display properly, we recommend that the vehicle be inspected by an authorised HYUNDAI dealer. Limitations of Rear View Monitor When the vehicle is stopped for a long time in winter or when the vehicle is parked in an indoor parking lot, the exhaust fumes may temporarily blur the image. WARNING  The rear view camera does not cover the complete area behind the vehicle. The driver should always check the rear area directly through the inside and outside rearview mirror before parking or backing up.  The image shown on the screen may differ from the actual distance of the object. Make sure to directly check the vehicle's surroundings for safety.  Always keep the rear view camera lens clean. If the lens is covered with foreign material, it may adversely affect camera performance and Rear View Monitor may not operate properly. However, do not use chemical solvents such as strong detergents containing high alkaline or volatile organic solvents (petrol, acetone, etc.). This may damage the camera lens. 
",,
252,"5(9(56(3$5.,1*',67$1&(:$51,1*3': Reverse Parking Distance Warning will help warn the driver if an obstacle is detected within a certain distance when the vehicle is moving in reverse at low speeds. Detecting sensor Reverse Parking Distance Warning settings Warning Volume Select Driver assistance > Warning volume from the cluster Settings menu to change the Warning volume to High, Medium, or Low for Reverse Parking Distance Warning. If you change the Warning Volume, the warning volume of other Driver Assistance systems may change. [A] Rear ultrasonic sensor Refer to the illustration above for the detailed location of the detecting sensors. 
",,"<img file_path=(image_hyundai_exter_252_1.jpeg)>The image shows the rear of a silver SUV with a rear bumper and a tow hitch. The image highlights the location of the rear ultrasonic sensor which is labelled ""A"" and is located at the bottom center of the bumper. The sensor is part of the Reverse Parking Distance Warning system, which helps warn the driver if an obstacle is detected within a certain distance when the vehicle is moving in reverse at low speeds. 
</img>
"
